nct_id,title,phase,status,study_type,conditions,interventions,molecular_targets,sponsor,collaborators,enrollment_count,start_date,completion_date,locations,needs_review,source_url
NCT04573231,"Evaluation of Prostate Specific Membrane Antigen (PSMA) in HER2-negative, Androgen Receptor (AR)-Positive Metastatic Breast Cancer With 18F-DCFPyL PSMA-based PET/CT",Phase 2,Recruiting,Interventional,Breast Cancer; HER2-negative Breast Cancer; Metastatic Breast Cancer,18F-DCFPyL,,"University of Wisconsin, Madison",,13,2021-05-24,2025-12-05,United States,No,https://clinicaltrials.gov/study/NCT04573231
NCT04609592,"Pilot Phase 1 Study of Perioperative Peptide Receptor Radionuclide Therapy (PRRT) in Metastatic, WHO Grade 1 or 2, SSTR Positive, Gastroenteropancreatic Neuroendocrine Tumors Who Are Candidates for Cytoreductive Surgery",Phase 1,Recruiting,Interventional,Gastroenteropancreatic Neuroendocrine Tumor,Lutathera; Gallium 68 Dotatate; Computed Tomography (CT); Magnetic Resonance Imaging (MRI); PET/CT,,Stanford University,Novartis Pharmaceuticals,10,2021-03-17,2027-09-05,United States,No,https://clinicaltrials.gov/study/NCT04609592
NCT04762953,Phase II Trial of Sequential Systemic Therapy Plus Intraperitoneal Paclitaxel in Gastric/GEJ Cancer Peritoneal Carcinomatosis (STOPGAP),Phase 2,Recruiting,Interventional,Gastric Cancer; Peritoneal Carcinomatosis; Gastroesophageal Junction Adenocarcinoma,Paclitaxel; Paclitaxel; Leucovorin; Fluorouracil,,"University of California, Irvine",,40,2021-02-18,2025-12-05,United States,No,https://clinicaltrials.gov/study/NCT04762953
NCT04777994,A Phase 1 Study With ABBV-CLS-484 Alone and in Combination in Subjects With Locally Advanced or Metastatic Tumors,Phase 1,Recruiting,Interventional,Advanced Solid Tumor Cancer,ABBV-CLS-484; Vascular Endothelial Growth Factor Receptor (VEGFR) Tyrosine Kinase Inhibitor (TKI); Programmed Cell Death-1 (PD-1) Inhibitor,,Calico Life Sciences LLC,,248,2021-03-09,2026-10-05,France; Israel; Japan; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT04777994
NCT04787042,"A First-In-Human Phase 1/2 Open-Label Study of Intravenous ST-067, Subcutaneous ST-067 with or Without Obinutuzumab Pre-Treatment, and ST-067 in Combination with Pembrolizumab in Subjects with Advanced Solid Malignancies",Phase 1/Phase 2,Recruiting,Interventional,Cancer; Solid Tumor; Melanoma; Renal Cell Carcinoma; Triple-negative Breast Cancer; Non Small Cell Lung Cancer; Squamous Cell Carcinoma of the Head and Neck; Carcinoma; MSI-High,ST-067; Obinutuzumab 25 MG/1 ML Intravenous Solution [GAZYVA]; pembrolizumab,,"Simcha IL-18, Inc.",Merck Sharp & Dohme LLC,316,2021-08-06,2025-12-31,United States,No,https://clinicaltrials.gov/study/NCT04787042
NCT04862663,"A Phase Ib/III, Open-label, Randomised Study of Capivasertib Plus CDK4/6 Inhibitors and Fulvestrant Versus CDK4/6 Inhibitors and Fulvestrant in Hormone Receptor-Positive and Human Epidermal Growth Factor Receptor 2-Negative Locally Advanced, Unresectable or Metastatic Breast Cancer (CAPItello-292)",Phase 3,Recruiting,Interventional,Locally Advanced (Inoperable) or Metastatic Breast Cancer,Capivasertib; Fulvestrant; Palbociclib; Ribociclib; Abemaciclib,,AstraZeneca,,895,2021-05-10,2029-08-14,Argentina; Australia; Belgium; Brazil; Canada; China; Denmark; France; Germany; India; Italy; Japan; Malaysia; Poland; South Korea; Spain; Sweden; Taiwan; Thailand; Turkey (Türkiye); United Kingdom; United States; Vietnam,No,https://clinicaltrials.gov/study/NCT04862663
NCT04872166,"An Open Label, Escalating Multiple Dose Study to Evaluate the Safety, Toxicity, and Pharmacokinetics of BTX A51 Alone and in Combination With Fulvestrant in Subjects With Advanced Solid Tumors and Estrogen Receptor Positive, Human Epidermal Growth Factor Receptor 2 Negative Metastatic Breast Cancer",Phase 1,Recruiting,Interventional,Advanced Solid Tumor; Metastatic Breast Cancer,BTX-A51,,Edgewood Oncology Inc.,,112,2021-06-07,2027-05-05,United States,No,https://clinicaltrials.gov/study/NCT04872166
NCT04899908,"A Double-blind, Phase II Randomized Study of Brain-directed Stereotactic Radiation With or Without AGuIX Gadolinium-based Nanoparticles in the Management of Brain Metastases at Higher Risk of Local Recurrence With Radiation Alone",Phase 2,Recruiting,Interventional,Brain Cancer; Brain Metastases; Melanoma; Lung Cancer; Breast Cancer; HER2-positive Breast Cancer; Colorectal Cancer; Gastrointestinal Cancer; SRS; SRT; Whole Brain Radiation; Stereotactic Radiation; AGuIX; Nanoparticle; Cystic; Brain Tumor,Stereotactic Radiation; AGuIX gadolinium-based nanoparticles; Placebo,,Dana-Farber Cancer Institute,NH TherAguix SAS,134,2021-09-15,2026-02-05,United States,No,https://clinicaltrials.gov/study/NCT04899908
NCT04995003,Phase I Study of HER2 Chimeric Antigen Receptor (CAR) T Cells in Combination With Checkpoint Blockade in Patients With Advanced Sarcoma (HEROS 3.0),Phase 1,Recruiting,Interventional,Sarcoma; HER-2 Protein Overexpression; Osteosarcoma; Rhabdomyosarcoma; Ewing Sarcoma; Synovial Sarcoma; Soft Tissue Sarcoma; Undifferentiated Sarcoma,T cells or CAR T cells; Pembrolizumab Injectable Product; Nivolumab Injectable Product,,Baylor College of Medicine,"Center for Cell and Gene Therapy, Baylor College of Medicine; The Faris Foundation USA; Stand Up To Cancer; Triumph Over Kid Cancer Foundation; St. Baldrick's Foundation; National Cancer Institute (NCI)",25,2021-12-07,2040-12-31,United States,No,https://clinicaltrials.gov/study/NCT04995003
NCT05038098,"Magnetic Sentinel Lymph Node Mapping in Gastric Cancer, Safety and Feasibility Clinical Trial",Phase 1,Not yet recruiting,Interventional,Gastric Adenocarcinoma,Gastrectomy; Indocyanine Green; Iron Conjugated Polymers in Saline Suspension,,M.D. Anderson Cancer Center,,20,2026-03-31,2027-02-02,United States,No,https://clinicaltrials.gov/study/NCT05038098
NCT05041153,A Pilot Study of Pembrolizumab and Lenvatinib Combination Therapy in Patients With Previously Treated Advanced Gastroesophageal Adenocarcinoma,Early Phase 1,Recruiting,Interventional,Advanced Gastric Adenocarcinoma; Advanced Gastroesophageal Junction Adenocarcinoma; Clinical Stage III Gastric Cancer AJCC v8; Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IV Gastric Cancer AJCC v8; Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IVA Gastric Cancer AJCC v8; Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IVB Gastric Cancer AJCC v8; Clinical Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8; Metastatic Gastric Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Pathologic Stage III Gastric Cancer AJCC v8; Pathologic Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IIIA Gastric Cancer AJCC v8; Pathologic Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IIIB Gastric Cancer AJCC v8; Pathologic Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IIIC Gastric Cancer AJCC v8; Pathologic Stage IV Gastric Cancer AJCC v8; Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage III Gastric Cancer AJCC v8; Postneoadjuvant Therapy Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IV Gastric Cancer AJCC v8; Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8; Unresectable Gastric Adenocarcinoma; Unresectable Gastroesophageal Junction Adenocarcinoma,Lenvatinib; Pembrolizumab,,M.D. Anderson Cancer Center,,15,2022-02-14,2025-12-30,United States,No,https://clinicaltrials.gov/study/NCT05041153
NCT05083754,"A Randomized, Open-label Pilot Trial to Evaluate the Safety and Efficacy of Carmustine Wafer in Combination With Retifanlimab and Standard Radiation With or Without Temozolomide in Newly-Diagnosed Adult Subjects With Glioblastoma",Phase 1,Recruiting,Interventional,Glioblastoma Multiforme,Retifanlimab; Temozolomide; Radiation Therapy,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Incyte Corporation,50,2022-08-31,2027-01-05,United States,No,https://clinicaltrials.gov/study/NCT05083754
NCT05086692,"A Phase 1/2 Open Label, Dose Escalation and Expansion Study of MDNA11, IL-2 Superkine, Administered Alone or in Combination With Immune Checkpoint Inhibitor in Patients With Advanced Solid Tumors",Phase 1/Phase 2,Recruiting,Interventional,"Advanced Solid Tumor; Unresectable Solid Tumor; Clear Cell Renal Cell Carcinoma; Triple Negative Breast Cancer; Non-Small Cell Lung Cancer Squamous; Non-Small Cell Lung Cancer Non-squamous; Colorectal Cancer (MSI-H); Gastric Cancer; Cervical Cancer; Basal Cell Carcinoma; Bladder Cancer; Merkel Cell Carcinoma; Squamous Cell Carcinoma of Head and Neck; Cutaneous Squamous Cell Carcinoma; Pleural Mesothelioma; Esophageal Cancer; Endometrial Carcinoma; Solid Tumor; Solid Tumor, Adult; MSI-H Solid Malignant Tumor; Cancer With A High Tumor Mutational Burden; Epithelial Ovarian Carcinoma; Primary Peritoneal Cancer; Gastroesophageal Junction (GEJ) Cancer; Acral Melanoma; Mucosal Melanoma; Cutaneous Melanoma; DMMR Solid Malignant Tumor; Fallopian Tube Cancer; Ovarian Cancer; MSI-H Cancer; DMMR Cancer; Pancreas Adenocarcinoma (MSI-H); Skin Cancer; Viral Cancer; Cervical Cancers; Endometrial Cancer",MDNA11; Pembrolizumab (KEYTRUDA®),,"Medicenna Therapeutics, Inc.",Merck Sharp & Dohme LLC,115,2021-08-27,2026-12-30,Australia; Canada; Ireland; Portugal; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT05086692
NCT05172245,Phase 1/1b Study of AKT Inhibitor Ipatasertib With Chemoradiation for Locally Advanced Head and Neck Cancer,Phase 1,Recruiting,Interventional,Clinical Stage III HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8; Head and Neck Carcinoma of Unknown Primary; Locally Advanced Head and Neck Squamous Cell Carcinoma; Locally Advanced Hypopharyngeal Squamous Cell Carcinoma; Locally Advanced Laryngeal Squamous Cell Carcinoma; Locally Advanced Nasal Cavity Squamous Cell Carcinoma; Locally Advanced Oral Cavity Squamous Cell Carcinoma; Locally Advanced Oropharyngeal Squamous Cell Carcinoma; Locally Advanced Paranasal Sinus Squamous Cell Carcinoma; Locally Advanced Sinonasal Squamous Cell Carcinoma; Maxillary Sinus Squamous Cell Carcinoma; Stage III Hypopharyngeal Carcinoma AJCC v8; Stage III Laryngeal Cancer AJCC v8; Stage III Lip and Oral Cavity Cancer AJCC v8; Stage III Oropharyngeal (p16-Negative) Carcinoma AJCC v8; Stage III Sinonasal Cancer AJCC v8; Stage IVA Hypopharyngeal Carcinoma AJCC v8; Stage IVA Laryngeal Cancer AJCC v8; Stage IVA Lip and Oral Cavity Cancer AJCC v8; Stage IVA Oropharyngeal (p16-Negative) Carcinoma AJCC v8; Stage IVA Sinonasal Cancer AJCC v8; Stage IVB Hypopharyngeal Carcinoma AJCC v8; Stage IVB Laryngeal Cancer AJCC v8; Stage IVB Lip and Oral Cavity Cancer AJCC v8; Stage IVB Oropharyngeal (p16-Negative) Carcinoma AJCC v8; Stage IVB Sinonasal Cancer AJCC v8,Biopsy Procedure; Biospecimen Collection; Cisplatin; Computed Tomography; Ipatasertib; Magnetic Resonance Imaging; Positron Emission Tomography; Radiation Therapy,,National Cancer Institute (NCI),,46,2022-09-19,2026-06-01,Canada; United States,No,https://clinicaltrials.gov/study/NCT05172245
NCT05176665,"Phase Ib/II, Open-Label Study of EMB-01 in Patients With Advanced/Metastatic Gastrointestinal Cancers",Phase 1/Phase 2,Recruiting,Interventional,Neoplasms; Neoplasm Metastasis; Metastatic Gastrointestinal Carcinoid Tumor,EMB-01,,"Shanghai EpimAb Biotherapeutics Co., Ltd.","Labcorp Corporation of America Holdings, Inc",152,2021-10-21,2025-12-31,China; United States,No,https://clinicaltrials.gov/study/NCT05176665
NCT05187182,Phase I Trial of CA-4948 in Combination With FOLFOX/PD-1 Inhibitor +/- Trastuzumab for Untreated Unresectable Gastric and Esophageal Cancer,Phase 1,Recruiting,Interventional,Gastric Cancer; Esophageal Cancer; Stomach Cancer; Esophagus Cancer; Gastroesophageal Junction Cancer,CA-4948; Nivolumab; Pembrolizumab; Trastuzumab; mFOLFOX7,,Washington University School of Medicine,"Curis, Inc.; The Foundation for Barnes-Jewish Hospital",42,2023-06-02,2028-06-30,United States,No,https://clinicaltrials.gov/study/NCT05187182
NCT05205343,Trans-Pacific Multicenter Collaborative Study of Minimally Invasive Proximal Versus Total Gastrectomy for Proximal Gastric and Gastroesophageal Junction Cancers,,Recruiting,Observational,Gastrostomy; Gastric; GastroEsophageal Cancer,Standard of Care; Control Group,,M.D. Anderson Cancer Center,,20,2022-05-11,2026-05-31,Japan; South Korea; United States,No,https://clinicaltrials.gov/study/NCT05205343
NCT05230810,"This is a Multicenter, Single Arm, Open-label, run-in Phase Ib / Roll-over Phase II Study of Tucatinib in Combination With Alpelisib in Subjects With PIK3CA-mutant HER2-positive Locally Advanced Unresectable or Metastatic Breast Cancer.",Phase 1/Phase 2,Recruiting,Interventional,HER2-positive Metastatic Breast Cancer,Alpelisib; Tucatinib; Fulvestrant,,"Criterium, Inc.",Novartis; Seagen Inc.,40,2022-08-25,2025-06-30,United States,No,https://clinicaltrials.gov/study/NCT05230810
NCT05232916,"A Randomized, Multicenter, Placebo-controlled, Phase 3 Study to Evaluate the Efficacy and Safety of HER2/Neu Peptide GLSI-100 (GP2 + GM-CSF) in HER2/Neu Positive Subjects With Residual Disease or High-Risk PCR After Both Neoadjuvant and Postoperative Adjuvant Trastuzumab-based Therapy (FLAMINGO-01)",Phase 3,Recruiting,Interventional,Breast Cancer,Placebo; GLSI-100,,"Greenwich LifeSciences, Inc.",,750,2022-08-11,2026-12-05,France; Germany; Ireland; Italy; Poland; Romania; Spain; United States,No,https://clinicaltrials.gov/study/NCT05232916
NCT05239546,"Phase II, Single Arm Study of Neoadjuvant Dostarlimab (TSR-042) in Stage II and III Deficient Mismatch Repair Colon Cancers",Phase 2,Recruiting,Interventional,Colon Cancer; dMMR Colorectal Cancer,Dostarlimab,,University of Iowa,,25,2023-03-24,2029-06-30,United States,No,https://clinicaltrials.gov/study/NCT05239546
NCT05267626,"A Phase 1/2, First-in-Human, Open Label, Dose Escalation and Expansion Study of AU-007, A Monoclonal Antibody That Binds to IL-2 and Inhibits IL-2Rα Binding, in Patients With Unresectable Locally Advanced or Metastatic Cancer",Phase 1/Phase 2,Recruiting,Interventional,Advanced Solid Tumor; Metastatic Cancer; Cutaneous Melanoma; Non-Small Cell Lung Cancer,AU-007; Aldesleukin; Avelumab; Nivolumab,,"Aulos Bioscience, Inc.",,159,2022-04-04,2026-06-12,Australia; United States,No,https://clinicaltrials.gov/study/NCT05267626
