nct_id,title,phase,status,study_type,conditions,interventions,molecular_targets,sponsor,collaborators,enrollment_count,start_date,completion_date,locations,needs_review,source_url
NCT04151342,CAnadian CAncers With Rare Molecular Alterations (CARMA) - Basket Real-world Observational Study (BROS),,Recruiting,Observational,"Cancer; Malignancies Multiple; Malignant Solid Tumor; Cancer, Therapy-Related; Molecular Sequence Variation; Genetic Alteration; Gene Fusion; Receptor Tyrosine Kinase Gene Mutation; RTK Family Gene Mutation; Ras (Kras or Nras) Gene Mutation",Cancer treatment with tyrosine kinase inhibitors (TKIs) or other molecularly targeted therapeutic agents.; Patient-reported outcomes (PROs),,"University Health Network, Toronto","Takeda Canada, Inc.; Applied Health Research Centre; Programs for Assessment of Technology in Health Research Institute; AstraZeneca; Amgen; Bayer; Nuvation Bio Inc.; IQVIA Solutions Canada Inc.",5500,2020-01-17,2029-12-05,Canada,No,https://clinicaltrials.gov/study/NCT04151342
NCT04253964,Phase II Pilot Study of Performance Status 2 vs. Performance Status 0-1 Non-Small Cell Lung Cancer Patients Treated With Chemo/Immunotherapy,Phase 2,Recruiting,Interventional,Nonsmall Cell Lung Cancer; Performance Status,"Pembrolizumab; Carboplatin; Paclitaxel; Nab paclitaxel; Quality of Life Questionnaire, lung cancer-specific (QLQ-LC13); QLQ-C30 Global Health/Quality of Life Questionnaire; COPD Assessment Test and modified Medical Research Council Dyspnea Patient Reported Outcomes; Pemetrexed",,Wake Forest University Health Sciences,National Cancer Institute (NCI),80,2020-07-01,2026-03-05,United States,No,https://clinicaltrials.gov/study/NCT04253964
NCT04300556,"A Multicenter, Open-Label Phase 1/2 Trial Evaluating the Safety, Tolerability, and Efficacy of MORAb-202, a Folate Receptor Alpha (FRα)-Targeting Antibody-drug Conjugate (ADC) in Subjects With Selected Tumor Types",Phase 1/Phase 2,Recruiting,Interventional,Solid Tumor,Farletuzumab ecteribulin; Prednisone; Prednisolone; Dexamethasone; Lenvatinib,,Eisai Inc.,,182,2020-08-06,2030-08-08,France; Japan; Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04300556
NCT04302025,"NAUTIKA1: A Multicenter, Phase II, Neoadjuvant and Adjuvant Study of Multiple Therapies in Biomarker-selected Patients With Resectable Stages IB-III Non-small Cell Lung Cancer",Phase 2,Recruiting,Interventional,Non-small Cell Lung Cancer,Alectinib; Entrectinib; Vemurafenib; Cobimetinib; Pralsetinib; Atezolizumab; SBRT; Resection; Chemotherapy; Divarasib,,"Genentech, Inc.",,99,2020-11-06,2030-05-30,United States,No,https://clinicaltrials.gov/study/NCT04302025
NCT04317534,A Randomized Phase II Trial of Adjuvant Pembrolizumab Versus Observation Following Curative Resection for Stage I Non-small Cell Lung Cancer (NSCLC) With Primary Tumors Between 1-4 cm: Big Ten Cancer Research Consortium BTCRC-LUN18-153,Phase 2,Recruiting,Interventional,"NSCLC, Stage I",Pembrolizumab,,"Greg Durm, MD",Merck Sharp & Dohme LLC,244,2020-05-05,2029-04-01,United States,No,https://clinicaltrials.gov/study/NCT04317534
NCT04486833,"A Phase 1/2 Open-Label, Dose-Escalation and Clinical Response Study of Quaratusugene Ozeplasmid in Combination With Osimertinib in Patients With Advanced, Metastatic EGFR-Mutant, Metastatic Non-Small Cell Lung Cancer",Phase 1/Phase 2,Recruiting,Interventional,"Carcinoma, Non-Small Cell Lung",quaratusugene ozeplasmid; osimertinib; Platinum-Based Chemotherapy,,"Genprex, Inc.",,158,2021-09-03,2029-03-05,United States,No,https://clinicaltrials.gov/study/NCT04486833
NCT04585477,Adjuvant ctDNA-Adapted Personalized Treatment in Early Stage NSCLC (ADAPT-E),Phase 2,Recruiting,Interventional,Non-small Cell Lung Cancer; Non-small Cell Lung Cancer Stage I; Non-small Cell Lung Cancer Stage II; Non-small Cell Lung Cancer Stage III,AVENIO ctDNA Surveillance Kit; Durvalumab; Durvalumab (Imfinzi) alone or in combination with platinum-based chemotherapy,,Stanford University,AstraZeneca,80,2021-04-08,2026-12-30,United States,No,https://clinicaltrials.gov/study/NCT04585477
NCT04589845,Tumor-agnostic Precision Immuno-oncology and Somatic Targeting Rational for You (TAPISTRY) Phase II Platform Trial,Phase 2,Recruiting,Interventional,Solid Tumors,Entrectinib; Entrectinib; Alectinib; Atezolizumab; Ipatasertib; Trastuzumab emtansine; Inavolisib; Belvarafenib; Pralsetinib; Divarasib; Camonsertib,,Hoffmann-La Roche,,920,2021-01-18,2032-09-25,Australia; Belgium; Brazil; Canada; China; Denmark; France; Germany; Hong Kong; Israel; Italy; Japan; New Zealand; Poland; Portugal; Puerto Rico; Singapore; South Africa; South Korea; Spain; Switzerland; Taiwan; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04589845
NCT04613596,A Phase 2 Trial of Adagrasib Monotherapy and in Combination With Pembrolizumab and a Phase 3 Trial of Adagrasib in Combination With Pembrolizumab Versus Pembrolizumab in Patients With Advanced Non-Small Cell Lung Cancer With KRAS G12C Mutation,Phase 2/Phase 3,Recruiting,Interventional,Advanced Non-Small Cell Lung Cancer; Metastatic Non-Small Cell Lung Cancer,Adagrasib; Adagrasib; Adagrasib; Adagrasib; Pembrolizumab,,Mirati Therapeutics Inc.,,806,2020-12-02,2029-10-31,Argentina; Australia; Austria; Belgium; Brazil; Bulgaria; Canada; Chile; China; Colombia; Croatia; Czechia; Denmark; Finland; France; Georgia; Germany; Greece; Hong Kong; Hungary; India; Ireland; Israel; Italy; Japan; Malaysia; Mexico; Netherlands; New Zealand; Norway; Peru; Philippines; Poland; Portugal; Romania; Serbia; Singapore; South Africa; South Korea; Spain; Sweden; Switzerland; Taiwan; Thailand; Turkey (Türkiye); United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04613596
NCT04712877,LEADER Neoadjuvant Screening Trial: LCMC4 Evaluation of Actionable Drivers in Early Stage Lung Cancers,,Recruiting,Observational,NSCLC,"ctDNA, tumor NGS",,Lung Cancer Mutation Consortium,Lung Cancer Research Foundation,1000,2022-06-15,2026-06-15,United States,No,https://clinicaltrials.gov/study/NCT04712877
NCT04762199,"A Phase 1b Safety and Pharmacodynamic Study of MER Tyrosine Kinase Inhibitor, MRX-2843, in Combination With Osimertinib in Advanced EGFR Mutant Non-Small Cell Lung Cancer",Phase 1,Recruiting,Interventional,Advanced Lung Non-Small Cell Carcinoma; Metastatic Lung Non-Small Cell Carcinoma; Stage IV Lung Cancer AJCC v8; Stage IVA Lung Cancer AJCC v8; Stage IVB Lung Cancer AJCC v8,Flt3/MerTK Inhibitor MRX-2843; Osimertinib,,Emory University,National Cancer Institute (NCI),69,2021-02-24,2026-12-27,United States,No,https://clinicaltrials.gov/study/NCT04762199
NCT04852588,Endoscopic Nodal Staging in Oligometastatic Non-small Cell Lung Cancer (NSCLC) Being Treated With Stereotactic Ablative Radiotherapy (ENDO-SABR),Not Applicable,Recruiting,Interventional,Non-Small Cell Lung Cancer,Endobronchial ultrasound-guided transbronchial fine needle aspiration (EBUS-TFNA); Transesophageal ultrasound-guided fine needle aspiration (EUS-FNA),,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,Academic Medical Organization of Southwestern Ontario,29,2021-11-09,2025-05-31,Canada,No,https://clinicaltrials.gov/study/NCT04852588
NCT04929223,"A Phase I/Ib Global, Multicenter, Open-label Umbrella Study Evaluating the Safety and Efficacy of Targeted Therapies in Subpopulations of Patients With Metastatic Colorectal Cancer (INTRINSIC)",Phase 1,Recruiting,Interventional,Metastatic Colorectal Cancer,Inavolisib; Bevacizumab; Cetuximab; Atezolizumab; Tiragolumab; SY-5609; Divarasib; FOLFOX; FOLFIRI; FoundationOne®Liquid CDx,,Hoffmann-La Roche,,542,2021-10-22,2028-11-07,Australia; Canada; Denmark; Germany; Italy; Poland; South Korea; Spain; Taiwan; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04929223
NCT04956640,A Phase 1/2 Study of LY3537982 in Patients With KRAS G12C-Mutant Advanced Solid Tumors,Phase 1/Phase 2,Recruiting,Interventional,"Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Endometrial Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Biliary Tract Neoplasms",LY3537982; Pembrolizumab; Cetuximab; Pemetrexed; Cisplatin; Carboplatin,,Eli Lilly and Company,Merck Sharp & Dohme LLC,540,2021-07-19,2027-04-05,Australia; Canada; France; Japan; South Korea; United States,No,https://clinicaltrials.gov/study/NCT04956640
NCT05067283,"A Phase 1, Open-label, Multicenter Study to Assess Safety, Tolerability, PK, and Efficacy of MK-1084 as Monotherapy and as Part of Various Combination Therapies in Participants With KRAS G12C Mutant Advanced Solid Tumors",Phase 1,Recruiting,Interventional,Advanced Solid Tumors,MK-1084; Pembrolizumab; carboplatin; pemetrexed; cetuximab; oxaliplatin; leucovorin; 5-fluorouracil,,Merck Sharp & Dohme LLC,,830,2021-12-17,2030-02-25,Australia; Canada; Chile; China; Denmark; Israel; Italy; Japan; Lithuania; Malaysia; New Zealand; Panama; Poland; South Korea; Spain; Switzerland; Taiwan; Turkey (Türkiye); Ukraine; United States,No,https://clinicaltrials.gov/study/NCT05067283
NCT05074810,A Phase 1/2 Study of Avutometinib (VS-6766) in Combination With Sotorasib With or Without Defactinib in Patients With KRAS G12C Mutant Non-Small Cell Lung Cancer (NSCLC),Phase 1/Phase 2,Recruiting,Interventional,Non Small Cell Lung Cancer; KRAS Activating Mutation,avutometinib and sotorasib; avutometinib and sotorasib and defactinib,,"Verastem, Inc.",Amgen,153,2022-04-12,2027-04-05,Belgium; France; Netherlands; Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05074810
NCT05076760,Phase I Study Evaluating MEM-288 Oncolytic Virus Alone and in Combination With Standard of Care Therapy in Advanced Solid Tumors,Phase 1,Recruiting,Interventional,Solid Tumor; Advanced Cancer; Metastatic Cancer; Non Small Cell Lung Cancer; Cutaneous Squamous Cell Carcinoma; Merkel Cell Carcinoma; Melanoma; Pancreatic Cancer; Triple Negative Breast Cancer; Head and Neck Cancer,MEM-288 Intratumoral Injection; Nivolumab; Docetaxel,,"Memgen, Inc.",H. Lee Moffitt Cancer Center and Research Institute; Duke Cancer Institute,40,2022-04-21,2031-12-05,United States,No,https://clinicaltrials.gov/study/NCT05076760
NCT05118854,A Phase II Study of Neoadjuvant Sotorasib in Combination With Cisplatin or Carboplatin and Pemetrexed for Surgically Resectable Stage IIA-IIIB Non-Squamous Non-Small Cell Lung Cancer With a KRAS p.G12C Mutation,Phase 2,Recruiting,Interventional,Lung Cancer,AMG 510; Cisplatin; Carboplatin; Pemetrexed,,M.D. Anderson Cancer Center,Amgen,27,2022-03-30,2027-10-20,United States,No,https://clinicaltrials.gov/study/NCT05118854
NCT05254184,Pooled Mutant KRAS-Targeted Long Peptide Vaccine Combined With Nivolumab and Ipilimumab for Patients With Advanced KRAS Mutated Non-Small Cell Lung Cancer,Phase 1,Recruiting,Interventional,Non-Small Cell Lung Cancer,Pooled Mutant KRAS-Targeted Long Peptide Vaccine 0.3mg each; 1.8mg total peptides,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,,12,2022-11-01,2027-04-01,United States,No,https://clinicaltrials.gov/study/NCT05254184
NCT05261399,"A Phase III, Randomised, Open-Label Study of Savolitinib in Combination With Osimertinib Versus Platinum-Based Doublet Chemotherapy in Participants With EGFR Mutated, MET-Overexpressed and/or Amplified, Locally Advanced or Metastatic Non-Small Cell Lung Cancer Who Have Progressed on Treatment With Osimertinib (SAFFRON).",Phase 3,Recruiting,Interventional,Carcinoma; Non-Small-Cell Lung,Savolitinib; Osimertinib; Pemetrexed; Cisplatin; Carboplatin,,AstraZeneca,,324,2022-08-03,2026-12-17,Argentina; Australia; Austria; Belgium; Brazil; Bulgaria; Canada; Chile; China; France; Germany; Greece; Hong Kong; Israel; Italy; Japan; Malaysia; Netherlands; Philippines; Poland; Russia; Singapore; South Korea; Spain; Switzerland; Taiwan; Thailand; Turkey (Türkiye); United Kingdom; United States; Vietnam,No,https://clinicaltrials.gov/study/NCT05261399
NCT05332925,Using Ex Vivo Tumoroids To Predict Immunotherapy Response In NSCLC (TUMORIN),,Recruiting,Observational,Lung Cancer; NSCLC; NSCLC Stage IV,Standard of care immune checkpoint inhbitors,,"Jun Zhang, MD, PhD",Nilogen Oncosystems,25,2022-07-21,2027-02-05,United States,No,https://clinicaltrials.gov/study/NCT05332925
NCT05410145,"A Phase 1/2, Open Label, Dose-escalation, and Dose-expansion Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy of D3S-001 Monotherapy or Combination Therapy in Subjects With Advanced Solid Tumors With a KRAS p.G12C Mutation",Phase 1/Phase 2,Recruiting,Interventional,KRAS P.G12C,D3S-001; Pembrolizumab; Cisplatin; Carboplatin; Pemetrexed; Cetuximab,,"D3 Bio (Wuxi) Co., Ltd",,442,2022-08-03,2027-04-05,Australia; China; France; Germany; Hong Kong; Italy; Japan; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT05410145
NCT05419375,Master Screening Study to Determine Biomarker Status and Potential Trial Eligibility for Patients With Malignant Tumors,Phase 2,Recruiting,Interventional,Solid Tumors,Screening platform,,Hoffmann-La Roche,,15000,2022-07-22,2032-12-22,Australia; Belgium; Brazil; Canada; Chile; Colombia; Costa Rica; France; Germany; Hong Kong; India; Israel; Italy; Japan; Mexico; Netherlands; New Zealand; Norway; Poland; Serbia; Singapore; South Korea; Spain; Taiwan; Thailand; Turkey (Türkiye); United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05419375
NCT05500092,"An Open Label, Randomized Study of Neoadjuvant Nivolumab and Chemotherapy, With or Without Sub-ablative Stereotactic Body Radiation Therapy, for Resectable Stage IIA to IIIB Non-small Cell Lung Cancer",Phase 2,Recruiting,Interventional,Resectable Stage IIA to IIIB Non-small Cell Lung Cancer,Nivolumab; (8gy x 3); Platinum Doublet,,Montefiore Medical Center,Bristol-Myers Squibb,52,2023-01-25,2025-07-05,United States,No,https://clinicaltrials.gov/study/NCT05500092
NCT05514717,"A Phase 1, First-in-Human, Dose Escalation and Expansion, Multicenter Study of XMT-2056 in Participants With Advanced/Recurrent Solid Tumors That Express HER2",Phase 1,Recruiting,Interventional,HER2-positive Breast Cancer; HER2-positive Gastric Cancer; HER2-positive Non-Small Cell Lung Cancer; HER2-positive Colorectal Cancer; HER2-positive Tumors; HER2 Low Breast Cancer,XMT-2056,,Mersana Therapeutics,,162,2023-01-24,2027-04-05,United States,No,https://clinicaltrials.gov/study/NCT05514717
NCT05609578,A Phase 2 Trial of Combination Therapies With Adagrasib in Patients With Advanced Non-Small Cell Lung Cancer With KRAS G12C Mutation,Phase 2,Recruiting,Interventional,Advanced NSCLC; Metastatic Lung Cancer,Adagrasib oral dose of 400 mg twice daily tablets; Pembrolizumab; Chemotherapy: Pemetrexed; Cisplatin/Carboplatin,,Mirati Therapeutics Inc.,,90,2022-11-22,2026-12-01,Brazil; Chile; France; Georgia; Greece; Hungary; Italy; Malaysia; Poland; Serbia; Spain; Switzerland; Thailand; United States,No,https://clinicaltrials.gov/study/NCT05609578
NCT05638295,A Randomized Phase II Study of AMG 510 (Sotorasib) With or Without Panitumumab in Advanced Solid Tumors: A ComboMATCH Treatment Trial,Phase 2,Recruiting,Interventional,Advanced Malignant Solid Neoplasm; Metastatic Malignant Solid Neoplasm,Biopsy Procedure; Biospecimen Collection; Computed Tomography; Magnetic Resonance Imaging; Panitumumab; Sotorasib,,National Cancer Institute (NCI),,105,2024-08-01,2028-12-31,United States,No,https://clinicaltrials.gov/study/NCT05638295
NCT05642572,"A Randomized Phase II Study of INC280 (Capmatinib) Plus Osimertinib With or Without Ramucirumab in Participants With EGFR-Mutant, MET-Amplified Stage IV or Recurrent Non-Small Cell Lung Cancer (Lung-MAP Sub-Study)",Phase 2,Recruiting,Interventional,Recurrent Lung Non-Small Cell Carcinoma; Stage IV Lung Cancer AJCC v8,Biospecimen Collection; Capmatinib; Computed Tomography; Magnetic Resonance Imaging; Osimertinib; Ramucirumab,,SWOG Cancer Research Network,National Cancer Institute (NCI),66,2023-05-05,2027-05-31,United States,No,https://clinicaltrials.gov/study/NCT05642572
NCT05669846,Phase II Feasibility Study of Healthy Donor FMT (hdFMT) and Pembrolizumab in Relapsed/Refractory (R/R) PD-L1 Positive NSCLC,Phase 2,Recruiting,Interventional,Non Small Cell Lung Cancer,Healthy Donor Fecal Microbiota Transplant (hdFMT); Pembrolizumab,,Diwakar Davar,Gateway for Cancer Research,26,2025-01-08,2029-12-31,United States,No,https://clinicaltrials.gov/study/NCT05669846
NCT05720117,"A First-in-Human, Open-label, Multicenter, Phase 1 Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy of PYX-201 in Participants With Advanced Solid Tumors",Phase 1,Recruiting,Interventional,Solid Tumor; Advanced Solid Tumor,PYX-201,,"Pyxis Oncology, Inc",,330,2023-03-14,2027-05-05,Belgium; Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05720117
NCT05786924,"A Phase 1/2, Open-label Study of Oral S241656 (BDTX-4933) as Monotherapy and in Combination With Other Anti-Cancer Therapies in Patients With KRAS, BRAF and Other Selected RAS/MAPK Mutation-Positive Malignancies",Phase 1/Phase 2,Recruiting,Interventional,Non-small Cell Lung Cancer; Histiocytic Neoplasm; Histiocytosis; BRAF Gene Mutation; BRAF V600E; BRAF V600 Mutation; BRAF Mutation-Related Tumors; BRAF; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Lung Cancer; Recurrent Lung Cancer; Recurrent Lung Non-Small Cell Carcinoma; NSCLC; Solid Tumor; Solid Carcinoma; KRAS G12D; KRAS G12V; KRAS Mutation-Related Tumors; NRAS Gene Mutation; Thyroid Cancer; Thyroid Carcinoma; Colorectal Cancer; Colorectal Carcinoma; Recurrent Histiocytic and Dendritic Cell Neoplasm; Brain Metastases; Recurrent NSCLC; KRAS G13C; Acquired Resistance to KRAS G12C Inhibitor; KRAS G12A; KRAS G12F; KRAS G12R; KRAS G13D,S241656; FOLFOX6/FOLFOX7; FOLFIRI; Cetuximab; Panitumumab; Gemcitabine; Nab-paclitaxel,,Institut de Recherches Internationales Servier,,554,2023-04-18,2028-06-05,United States,No,https://clinicaltrials.gov/study/NCT05786924
NCT05789082,"A Phase Ib/II, Open-Label, Multicenter Study Evaluating the Safety, Activity, and Pharmacokinetics of Divarasib as a Single Agent or in Combination With Other Anti-Cancer Therapies in Patients With Previously Untreated Advanced Or Metastatic Non-Small Cell Lung Cancer With a KRAS G12C Mutation",Phase 1/Phase 2,Recruiting,Interventional,Non-Small Cell Lung Cancer,Divarasib; Pembrolizumab; Carboplatin; Cisplatin; Pemetrexed,,Hoffmann-La Roche,,320,2023-06-20,2032-01-29,Argentina; Australia; Belgium; Brazil; Canada; China; Israel; Italy; Japan; Netherlands; Poland; South Korea; Spain; Sweden; Switzerland; Taiwan; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05789082
NCT05815173,Phase I/II Study of Ladarixin and Sotorasib in Advanced KRAS G12C Mutant Non-Small Cell Lung Cancer (NSCLC),Phase 1,Recruiting,Interventional,Advanced Non-small Cell Lung Cancer With KRAS G12C Mutation,Sotorasib; Ladarixin,,NYU Langone Health,,40,2023-08-01,2027-08-05,United States,No,https://clinicaltrials.gov/study/NCT05815173
NCT05845671,"A Phase 1 / 2, Open Label, Study of Amivantamab (JNJ-61186372) Among Participants With Advanced NSCLC Harboring ALK, ROS1, and RET Gene Fusions in Combination With Tyrosine Kinase Inhibitors",Phase 1/Phase 2,Recruiting,Interventional,Lung Cancer; Non Small Cell Lung Cancer,Amivantamab 1050mg; Amivantamab 1400mg; Amivantamab (to be determined); Amivantamab (to be determined),,"University of Colorado, Denver","Janssen Research & Development, LLC",12,2023-07-17,2028-01-05,United States,No,https://clinicaltrials.gov/study/NCT05845671
NCT05853575,A Randomized Study of Two Dosing Regimens of Adagrasib in Patients With Previously Treated Non-Small Cell Lung Cancer With KRAS G12C Mutation,Phase 2,Recruiting,Interventional,Advanced Cancer; Metastatic Cancer; Malignant Neoplasm of Lung,Adagrasib,,Mirati Therapeutics Inc.,,200,2024-02-16,2026-07-30,Brazil; Croatia; France; Greece; Hungary; Israel; Italy; Japan; Mexico; Netherlands; Peru; Poland; Romania; Serbia; South Korea; Spain; Taiwan; Thailand; Turkey (Türkiye); United States,No,https://clinicaltrials.gov/study/NCT05853575
NCT05892068,Window of Opportunity Analysis of Pre-Operative Tucatinib for Surgically Resected HER2+ Brain Metastases: Understanding Mechanisms of Resistance,Phase 2,Recruiting,Interventional,Metastatic Breast Cancer,Tucatinib,,Memorial Sloan Kettering Cancer Center,Pfizer; Seagen Inc.,28,2023-05-09,2028-05-09,United States,No,https://clinicaltrials.gov/study/NCT05892068
NCT05920356,"A Phase 3, Multicenter, Randomized, Open-label Study Evaluating Efficacy of Sotorasib Platinum Doublet Combination Versus Pembrolizumab Platinum Doublet Combination as a Front-Line Therapy in Subjects With Stage IV or Advanced Stage IIIB/C Nonsquamous Non-Small Cell Lung Cancers, Negative for PD-L1, and Positive for KRAS p.G12C (CodeBreaK 202)",Phase 3,Recruiting,Interventional,Non-Small Cell Lung Cancer (NSCLC),Sotorasib; Pembrolizumab,,Amgen,,750,2023-11-16,2031-06-30,Argentina; Australia; Austria; Belgium; Brazil; Bulgaria; Canada; Chile; China; Colombia; Czechia; Denmark; France; Germany; Greece; Hong Kong; Hungary; Italy; Japan; Latvia; Malaysia; Mexico; Netherlands; Peru; Poland; Portugal; Romania; Singapore; South Korea; Spain; Sweden; Switzerland; Taiwan; Thailand; Turkey (Türkiye); United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05920356
NCT06026410,"Phase 1, First-in-Human, Multicenter, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Preliminary Antitumor Activity of KO-2806 When Administered as Monotherapy and in Combination Therapy in Adult Patients With Advanced Solid Tumors",Phase 1,Recruiting,Interventional,Solid Tumors With HRAS Alterations; Non Small Cell Lung Cancer (NSCLC); Colorectal Cancer (CRC); Pancreatic Ductal Adenocarcinoma (PDAC); Clear Cell Renal Cell Carcinoma (ccRCC); Renal Cell Carcinoma (Kidney Cancer); Non Clear Cell Renal Cell Carcinoma (nccRCC),Darlifarnib; Cabozantinib; Adagrasib,,"Kura Oncology, Inc.",Mirati Therapeutics Inc.,300,2023-10-18,2027-04-05,France; Italy; Spain; United States,No,https://clinicaltrials.gov/study/NCT06026410
