nct_id,title,phase,status,study_type,conditions,interventions,molecular_targets,sponsor,collaborators,enrollment_count,start_date,completion_date,locations,needs_review,source_url
NCT04563507,CIMER: Combined Immunotherapies in Metastatic ER+ Breast Cancer,Phase 2,Recruiting,Interventional,Breast Cancer,Stereotactic Body Radiation Therapy (SBRT) (50GY in 5 fractions); Letrozole 2.5Mg Tab; Palbociclib 125mg,,Weill Medical College of Cornell University,,102,2020-11-12,2028-10-31,United States,No,https://clinicaltrials.gov/study/NCT04563507
NCT04568616,Phase II Study of Neoadjuvant ArOMatase Inhibitor Therapy for ER+ Breast Cancer (NAOMI),Phase 2,Recruiting,Interventional,Breast Cancer; ER Positive Breast Cancer,Letrozole 2.5mg,,Dartmouth-Hitchcock Medical Center,,137,2021-08-13,2029-08-13,United States,No,https://clinicaltrials.gov/study/NCT04568616
NCT04573231,"Evaluation of Prostate Specific Membrane Antigen (PSMA) in HER2-negative, Androgen Receptor (AR)-Positive Metastatic Breast Cancer With 18F-DCFPyL PSMA-based PET/CT",Phase 2,Recruiting,Interventional,Breast Cancer; HER2-negative Breast Cancer; Metastatic Breast Cancer,18F-DCFPyL,,"University of Wisconsin, Madison",,13,2021-05-24,2025-12-05,United States,No,https://clinicaltrials.gov/study/NCT04573231
NCT04585750,"A Phase 1/2 Open-label, Multicenter Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of PC14586 in Patients With Locally Advanced or Metastatic Solid Tumors Harboring a TP53 Y220C Mutation (PYNNACLE)",Phase 1/Phase 2,Recruiting,Interventional,"Advanced Solid Tumor; Advanced Malignant Neoplasm; Metastatic Cancer; Metastatic Solid Tumor; Lung Cancer; Ovarian Cancer; Endometrial Cancer; Prostate Cancer; Colorectal Cancer; Breast Cancer; Other Cancer; Locally Advanced; Head and Neck Cancer; Gall Bladder Cancer; Small Cell Lung Cancer; Small Cell Lung Cancer ( SCLC ); Small Cell Lung Carcinoma; NSCLC; NSCLC (Non-small Cell Lung Cancer); SCLC; Non-Small Cell Lung Carcinoma; Triple Negative Breast Cancer; TNBC; HER2+ Breast Cancer; Non-Small Cell Lung Cancer; ER/PR Positive Breast Cancer; HER2- Breast Cancer; HER2-positive Breast Cancer; HER2-negative Breast Cancer; ER/PR(+), Her2(-) Breast Cancer",rezatapopt; pembrolizumab,,"PMV Pharmaceuticals, Inc",Merck Sharp & Dohme LLC,300,2020-10-29,2027-12-31,Australia; France; Germany; Italy; Singapore; South Korea; Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04585750
NCT04609592,"Pilot Phase 1 Study of Perioperative Peptide Receptor Radionuclide Therapy (PRRT) in Metastatic, WHO Grade 1 or 2, SSTR Positive, Gastroenteropancreatic Neuroendocrine Tumors Who Are Candidates for Cytoreductive Surgery",Phase 1,Recruiting,Interventional,Gastroenteropancreatic Neuroendocrine Tumor,Lutathera; Gallium 68 Dotatate; Computed Tomography (CT); Magnetic Resonance Imaging (MRI); PET/CT,,Stanford University,Novartis Pharmaceuticals,10,2021-03-17,2027-09-05,United States,No,https://clinicaltrials.gov/study/NCT04609592
NCT04744116,A Randomized Controlled Pilot Study of Two Doses of Cord Blood Tissue-Derived Mesenchymal Stromal Cells Combined With Ruxolitinib Versus Ruxolitinib Alone for Therapy of Steroid-Refractory Acute Graft Versus Host Disease,Early Phase 1,Recruiting,Interventional,Hematopoietic and Lymphoid Cell Neoplasm; Steroid Refractory Graft Versus Host Disease,Cellular Therapy; Ruxolitinib,,M.D. Anderson Cancer Center,National Cancer Institute (NCI),24,2021-02-17,2026-03-15,United States,No,https://clinicaltrials.gov/study/NCT04744116
NCT04771130,"A Phase 1b/2, Open-Label, Dose Finding, and Expansion Study of the Bcl-2 Inhibitor BGB-11417 in Patients With Myeloid Malignancies",Phase 1/Phase 2,Recruiting,Interventional,Acute Myeloid Leukemia; Myelodysplastic Syndromes; Myelodysplastic/Myeloproliferative Neoplasm,BGB-11417; Azacitidine; Posaconazole; BGB-11417; BGB-11417,,BeiGene,,260,2021-05-24,2028-02-08,Australia; China; France; Germany; Italy; New Zealand; South Korea; Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04771130
NCT04802759,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Breast Cancer (MORPHEUS-BREAST CANCER)",Phase 1/Phase 2,Recruiting,Interventional,"Inoperable, Locally Advanced or Metastatic, ER-positive Breast Cancer",Giredestrant; Abemaciclib; Ipatasertib; Inavolisib; Ribociclib; Everolimus; Samuraciclib; PH FDC SC; Palbociclib; Atezolizumab,,Hoffmann-La Roche,,316,2021-06-22,2029-05-30,Australia; Israel; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT04802759
NCT04844528,Randomized Phase 2 Studying the Effects of Nicotinamide in Patients With Chronic Lymphocytic Leukemia (CLL) With History of Non-melanoma Skin Cancers (NMSC),Phase 2,Recruiting,Interventional,Chronic Lymphocytic Leukemia; Non-melanoma Skin Cancer (NMSC),Nicotinamide; Placebo,,University of Utah,Huntsman Cancer Institute,86,2022-02-25,2028-08-05,United States,No,https://clinicaltrials.gov/study/NCT04844528
NCT04862663,"A Phase Ib/III, Open-label, Randomised Study of Capivasertib Plus CDK4/6 Inhibitors and Fulvestrant Versus CDK4/6 Inhibitors and Fulvestrant in Hormone Receptor-Positive and Human Epidermal Growth Factor Receptor 2-Negative Locally Advanced, Unresectable or Metastatic Breast Cancer (CAPItello-292)",Phase 3,Recruiting,Interventional,Locally Advanced (Inoperable) or Metastatic Breast Cancer,Capivasertib; Fulvestrant; Palbociclib; Ribociclib; Abemaciclib,,AstraZeneca,,895,2021-05-10,2029-08-14,Argentina; Australia; Belgium; Brazil; Canada; China; Denmark; France; Germany; India; Italy; Japan; Malaysia; Poland; South Korea; Spain; Sweden; Taiwan; Thailand; Turkey (Türkiye); United Kingdom; United States; Vietnam,No,https://clinicaltrials.gov/study/NCT04862663
NCT04872166,"An Open Label, Escalating Multiple Dose Study to Evaluate the Safety, Toxicity, and Pharmacokinetics of BTX A51 Alone and in Combination With Fulvestrant in Subjects With Advanced Solid Tumors and Estrogen Receptor Positive, Human Epidermal Growth Factor Receptor 2 Negative Metastatic Breast Cancer",Phase 1,Recruiting,Interventional,Advanced Solid Tumor; Metastatic Breast Cancer,BTX-A51,,Edgewood Oncology Inc.,,112,2021-06-07,2027-05-05,United States,No,https://clinicaltrials.gov/study/NCT04872166
NCT04883437,"An Open-Label Phase 2 Trial of Acalabrutinib Plus Obinutuzumab in Patients with Untreated, Low Tumor Burden Follicular Lymphoma and Other Indolent Non-Hodgkin Lymphomas",Phase 2,Recruiting,Interventional,Grade 1 Follicular Lymphoma; Grade 2 Follicular Lymphoma; Grade 3a Follicular Lymphoma; Indolent Non-Hodgkin Lymphoma; Lymphoplasmacytic Lymphoma; Lymphoproliferative Disorder; Mantle Cell Lymphoma; Marginal Zone Lymphoma,Acalabrutinib; Obinutuzumab; Quality-of-Life Assessment; Questionnaire Administration,,Emory University,AstraZeneca; National Cancer Institute (NCI),49,2021-09-03,2026-01-15,United States,No,https://clinicaltrials.gov/study/NCT04883437
NCT04886531,"An Open Label, Phase II Trial of Pre-operative Neratinib and Endocrine Therapy With Trastuzumab in ER-Positive, HER-2 Positive Cancers Hoosier Cancer Research Network BRE17-141",Phase 2,Recruiting,Interventional,Breast Cancer; HER2-positive Breast Cancer; ER Positive Breast Cancer; PR-Positive Breast Cancer,Neratinib; Letrozole (L) or Anastrozole (A); Trastuzumab,,Ruth O'Regan,"Puma Biotechnology, Inc.; University of Rochester",30,2022-07-21,2026-01-05,United States,No,https://clinicaltrials.gov/study/NCT04886531
NCT04899908,"A Double-blind, Phase II Randomized Study of Brain-directed Stereotactic Radiation With or Without AGuIX Gadolinium-based Nanoparticles in the Management of Brain Metastases at Higher Risk of Local Recurrence With Radiation Alone",Phase 2,Recruiting,Interventional,Brain Cancer; Brain Metastases; Melanoma; Lung Cancer; Breast Cancer; HER2-positive Breast Cancer; Colorectal Cancer; Gastrointestinal Cancer; SRS; SRT; Whole Brain Radiation; Stereotactic Radiation; AGuIX; Nanoparticle; Cystic; Brain Tumor,Stereotactic Radiation; AGuIX gadolinium-based nanoparticles; Placebo,,Dana-Farber Cancer Institute,NH TherAguix SAS,134,2021-09-15,2026-02-05,United States,No,https://clinicaltrials.gov/study/NCT04899908
NCT04995003,Phase I Study of HER2 Chimeric Antigen Receptor (CAR) T Cells in Combination With Checkpoint Blockade in Patients With Advanced Sarcoma (HEROS 3.0),Phase 1,Recruiting,Interventional,Sarcoma; HER-2 Protein Overexpression; Osteosarcoma; Rhabdomyosarcoma; Ewing Sarcoma; Synovial Sarcoma; Soft Tissue Sarcoma; Undifferentiated Sarcoma,T cells or CAR T cells; Pembrolizumab Injectable Product; Nivolumab Injectable Product,,Baylor College of Medicine,"Center for Cell and Gene Therapy, Baylor College of Medicine; The Faris Foundation USA; Stand Up To Cancer; Triumph Over Kid Cancer Foundation; St. Baldrick's Foundation; National Cancer Institute (NCI)",25,2021-12-07,2040-12-31,United States,No,https://clinicaltrials.gov/study/NCT04995003
NCT05013632,COVID-19 International Drug Pregnancy Registry (COVID-PR),,Recruiting,Observational,Covid19,Antiviral Agents; Monoclonal antibody,,Pregistry,,2000,2021-12-01,2027-09-30,United States,No,https://clinicaltrials.gov/study/NCT05013632
NCT05053607,"Clinical and Patient Reported Outcomes for Individuals with Relapsed/Refractory Multiple Myeloma Treated with Isatuximab: Real-World Insights from Patient Reported, Wearable, and Qualitative Data in the Context of Digital Health Coaching",Not Applicable,Recruiting,Interventional,Multiple Myeloma; Refractory Multiple Myeloma,Digital Health Coaching Program; Fitbit,,Pack Health,M.D. Anderson Cancer Center; Sanofi; University of Washington,50,2022-06-17,2025-12-31,United States,No,https://clinicaltrials.gov/study/NCT05053607
NCT05134012,"A Phase 3, Multicenter, Open Label Study to Confirm the Diagnostic Potential of Intravenously Administered [15-O]-H2O to Identify Coronary Artery Disease During Pharmacological Stress and Resting Conditions Using PET Imaging (RAPID-WATER-FLOW)",Phase 3,Recruiting,Interventional,Coronary Artery Disease,[O-15]-Water PET Myocardial Perfusion Imaging (MPI),,MedTrace Pharma A/S,,215,2022-05-08,2026-12-31,Canada; Denmark; Germany; Netherlands; Sweden; United States,No,https://clinicaltrials.gov/study/NCT05134012
NCT05150652,"Phase 2 Study of Neoadjuvant Endocrine Therapy in ER-positive, HER2-negative Early Stage Breast Cancer",Phase 2,Recruiting,Interventional,Breast Cancer; HER2-negative Breast Cancer; Node-negative Breast Cancer; Breast Carcinoma,Anastrozole 1mg; Letrozole 2.5mg; Exemestane 25 mg; Tamoxifen,,Irada Ibrahim-zada,,70,2022-02-18,2036-10-05,United States,No,https://clinicaltrials.gov/study/NCT05150652
NCT05183230,WellPATH-PREVENT: A Mobile Intervention for Middle-Aged and Older Adults Hospitalized for Suicidal Ideation or Attempt,Not Applicable,Recruiting,Interventional,"Suicide, Attempted; Suicidal Ideation; Depression",WellPATH-PREVENT; Optimized WellPATH-PREVENT,,Weill Medical College of Cornell University,National Institute of Mental Health (NIMH),115,2022-04-22,2026-09-30,United States,No,https://clinicaltrials.gov/study/NCT05183230
NCT05187182,Phase I Trial of CA-4948 in Combination With FOLFOX/PD-1 Inhibitor +/- Trastuzumab for Untreated Unresectable Gastric and Esophageal Cancer,Phase 1,Recruiting,Interventional,Gastric Cancer; Esophageal Cancer; Stomach Cancer; Esophagus Cancer; Gastroesophageal Junction Cancer,CA-4948; Nivolumab; Pembrolizumab; Trastuzumab; mFOLFOX7,,Washington University School of Medicine,"Curis, Inc.; The Foundation for Barnes-Jewish Hospital",42,2023-06-02,2028-06-30,United States,No,https://clinicaltrials.gov/study/NCT05187182
NCT05187832,A Phase I Dose Escalation and Dose Expansion Study of AND019 in Patients With Estrogen Receptor Positive Human Epidermal Growth Factor Receptor 2 Negative Advanced or Metastatic Breast Cancer,Phase 1,Recruiting,Interventional,Advanced or Metastatic Breast Cancer,AND019 PO QD,,Kind Pharmaceuticals LLC,,61,2022-10-05,2026-05-05,United States,No,https://clinicaltrials.gov/study/NCT05187832
NCT05230810,"This is a Multicenter, Single Arm, Open-label, run-in Phase Ib / Roll-over Phase II Study of Tucatinib in Combination With Alpelisib in Subjects With PIK3CA-mutant HER2-positive Locally Advanced Unresectable or Metastatic Breast Cancer.",Phase 1/Phase 2,Recruiting,Interventional,HER2-positive Metastatic Breast Cancer,Alpelisib; Tucatinib; Fulvestrant,,"Criterium, Inc.",Novartis; Seagen Inc.,40,2022-08-25,2025-06-30,United States,No,https://clinicaltrials.gov/study/NCT05230810
NCT05232916,"A Randomized, Multicenter, Placebo-controlled, Phase 3 Study to Evaluate the Efficacy and Safety of HER2/Neu Peptide GLSI-100 (GP2 + GM-CSF) in HER2/Neu Positive Subjects With Residual Disease or High-Risk PCR After Both Neoadjuvant and Postoperative Adjuvant Trastuzumab-based Therapy (FLAMINGO-01)",Phase 3,Recruiting,Interventional,Breast Cancer,Placebo; GLSI-100,,"Greenwich LifeSciences, Inc.",,750,2022-08-11,2026-12-05,France; Germany; Ireland; Italy; Poland; Romania; Spain; United States,No,https://clinicaltrials.gov/study/NCT05232916
NCT05256225,"A Phase II/III Study of Paclitaxel/Carboplatin Alone or Combined With Either Trastuzumab and Hyaluronidase-oysk (HERCEPTIN HYLECTA) or Pertuzumab, Trastuzumab, and Hyaluronidase-zzxf (PHESGO) in HER2 Positive, Stage I-IV Endometrial Serous Carcinoma or Carcinosarcoma",Phase 3,Recruiting,Interventional,Endometrial Carcinoma; Endometrial Clear Cell Adenocarcinoma; Endometrial Dedifferentiated Carcinoma; Endometrial Endometrioid Adenocarcinoma; Endometrial Mixed Cell Adenocarcinoma; Endometrial Serous Adenocarcinoma; Endometrial Undifferentiated Carcinoma; Uterine Corpus Carcinosarcoma,Biospecimen Collection; Carboplatin; Computed Tomography; Echocardiography Test; High-Dose-Rate Vaginal Cuff Brachytherapy; Hyaluronidase-zzxf/Pertuzumab/Trastuzumab; Multigated Acquisition Scan; Paclitaxel; Survey Administration; Trastuzumab/Hyaluronidase-oysk,,National Cancer Institute (NCI),NRG Oncology,360,2022-11-16,2027-10-31,Puerto Rico; South Korea; United States,No,https://clinicaltrials.gov/study/NCT05256225
NCT05325632,"A Phase II Study of Human Epidermal Growth Factor Receptor 2 (HER-2) Directed Dendritic Cell (DC1) Vaccine Plus Weekly Paclitaxel, Trastuzumab and Pertuzumab in Patients With HER-2 Positive Breast Cancer",Phase 2,Recruiting,Interventional,HER2-positive Breast Cancer,HER-2 pulsed DC1; Trastuzumab; Pertuzumab; Paclitaxel; Resection surgery,,H. Lee Moffitt Cancer Center and Research Institute,ImmunoRestoration,53,2021-10-28,2026-09-05,United States,No,https://clinicaltrials.gov/study/NCT05325632
NCT05386108,"An Open-label Multicenter Phase 1b-2 Study of Elacestrant in Combination With Abemaciclib in Women and Men With Brain Metastasis From Estrogen Receptor Positive, HER-2 Negative Breast Cancer",Phase 1/Phase 2,Recruiting,Interventional,Breast Neoplasms; Brain Neoplasms; Neoplasms by Site; Neoplasms; Breast Diseases; Central Nervous System Neoplasms; Brain Diseases; Central Nervous System Diseases,Elacestrant; Abemaciclib,,"Stemline Therapeutics, Inc.",,73,2022-08-31,2026-12-05,Belgium; France; Germany; Greece; Italy; South Korea; Spain; Turkey (Türkiye); United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05386108
NCT05405595,"A Phase 1b/2, Open-Label, Dose Escalation and Expansion Study of ADG126 in Combination With Pembrolizumab (Anti PD-1 Antibody) in Patients With Advanced/Metastatic Solid Tumors",Phase 1/Phase 2,Recruiting,Interventional,Advanced/Metastatic Solid Tumors,ADG126; Pembrolizumab (KEYTRUDA®); Standard of Care (Trifluridine/Tipiracil-Bevacizumab); Standard of care (Fruquintinib),,Adagene Inc,Merck Sharp & Dohme LLC,152,2022-06-15,2027-04-30,China; South Korea; United States,No,https://clinicaltrials.gov/study/NCT05405595
NCT05417594,"A Modular Phase I/IIa, Open-label, Multi-centre Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of Ascending Doses of AZD9574 as Monotherapy and in Combination With Anti-cancer Agents in Patients With Advanced Solid Malignancies (CERTIS1)",Phase 1/Phase 2,Recruiting,Interventional,Advanced Solid Malignancies,AZD9574; Temozolomide (TMZ); [11C]AZ1419 3391; Trastuzumab Deruxtecan (T-DXd); Datopotamab Deruxtecan (Dato-DXd),,AstraZeneca,,695,2022-06-24,2027-08-11,Australia; Germany; South Korea; Spain; Sweden; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05417594
NCT05455619,"Study to Assess the Safety and Efficacy of Evexomostat (SDX-7320) in Combination With A PI3K or Akt Inhibitor Plus Fulvestrant in Patients With HR+, HER2-, Metastatic Breast Cancer With PI3K Pathway Alteration(s)",Phase 1/Phase 2,Recruiting,Interventional,HR+/HER2-negative Breast Cancer; Metastatic Breast Cancer,Evexomostat,,"SynDevRx, Inc.",,52,2022-08-26,2026-09-05,United States,No,https://clinicaltrials.gov/study/NCT05455619
NCT05463263,"An Open-Label, First in Human, Phase 1/2 to Evaluate Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of the CTPS1 Inhibitor STP938 In Adult Subjects With Relapsed/Refractory B-Cell and T-Cell Lymphomas",Phase 1/Phase 2,Recruiting,Interventional,"Lymphoma, B-Cell; Lymphoma, T-Cell",STP938,,"Step Pharma, SAS",,180,2022-08-03,2025-12-05,France; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05463263
NCT05504707,"Phase 1 Dose-Escalation, Dose-Expansion Trial of Intratumoral HER2- and HER3-Primed Dendritic Cells Injections for the Treatment of Early-Stage TNBC and ER Low Positive Breast Cancer (DecipHER)",Phase 1,Recruiting,Interventional,Triple Negative Breast Cancer; HER2-negative Breast Cancer,HER2 - primed Dendritic cells; HER3 - primed Dendritic cells,,H. Lee Moffitt Cancer Center and Research Institute,The Shulas' Foundation,30,2022-08-26,2026-10-05,United States,No,https://clinicaltrials.gov/study/NCT05504707
NCT05508906,"A Phase 1b Open-Label Multicenter Study of OP-1250 (Palazestrant) in Combination With the CDK4/6 Inhibitor Ribociclib, With the PI3K Inhibitor Alpelisib, With the mTOR Inhibitor Everolimus, or With CDK4 Inhibitor Atirmociclib in Adult Subjects With Advanced and/or Metastatic ER Positive, HER2 Negative Breast Cancer",Phase 1,Recruiting,Interventional,Metastatic Breast Cancer; ER-positive Breast Cancer; HER2-negative Breast Cancer; Breast Cancer; Locally Advanced Breast Cancer,Palazestrant; Ribociclib; Alpelisib; Everolimus; Atirmociclib,,"Olema Pharmaceuticals, Inc.",Novartis; Pfizer,190,2022-08-31,2028-01-31,Australia; United States,No,https://clinicaltrials.gov/study/NCT05508906
NCT05544019,"A Phase 1, Open-Label, Multicenter, Dose Escalation Study of SGR-1505 as Monotherapy in Subjects With Mature B-Cell Malignancies",Phase 1,Recruiting,Interventional,"Mature B-Cell Neoplasm; Non Hodgkin Lymphoma; DLBCL; Waldenstrom Macroglobulinemia; MALT Lymphoma; Follicular Lymphoma; Pediatric-Type Follicular Lymphoma; IRF4 Gene Rearrangement; EBV-Positive DLBCL, Nos; Burkitt Lymphoma; Plasmablastic Lymphoma; High-grade B-cell Lymphoma; Primary Cutaneous Follicle Center Lymphoma; Primary Effusion Lymphoma; Mantle Cell Lymphoma; DLBCL Germinal Center B-Cell Type; Primary Mediastinal Large B Cell Lymphoma; T-Cell/Histiocyte Rich Lymphoma; ALK-Positive Large B-Cell Lymphoma; Primary Cutaneous Diffuse Large B-Cell Lymphoma; Splenic Marginal Zone Lymphoma; Chronic Lymphocytic Leukemia; Nodal Marginal Zone Lymphoma; HHV8-Positive DLBCL, Nos; Lymphoplasmacytic Lymphoma; Duodenal-Type Follicular Lymphoma",SGR-1505,,"Schrödinger, Inc.",,52,2023-04-10,2026-03-05,France; Italy; Moldova; Poland; Romania; Spain; Ukraine; United States,No,https://clinicaltrials.gov/study/NCT05544019
NCT05557877,Targeted Prevention of Postpartum-Related Breast Cancer,Phase 2,Recruiting,Interventional,Breast Carcinoma,Biospecimen Collection; Low-Dose Aspirin; Questionnaire Administration; Biopsy,,Mayo Clinic,National Cancer Institute (NCI),100,2023-03-09,2027-01-30,United States,No,https://clinicaltrials.gov/study/NCT05557877
NCT05563220,"A Phase 1b/2, Open-Label Umbrella Study To Evaluate Safety And Efficacy Of Elacestrant In Various Combination In Patients With Metastatic Breast Cancer",Phase 1/Phase 2,Recruiting,Interventional,Breast Cancer; Metastatic Breast Cancer,Elacestrant; Alpelisib; Everolimus; Ribociclib; Palbociclib; Capivasertib; Abemaciclib,,"Stemline Therapeutics, Inc.",,435,2023-01-24,2028-12-28,Argentina; Australia; Belgium; Brazil; Czechia; France; Germany; Hungary; Israel; Italy; Luxembourg; Poland; South Korea; Spain; Turkey (Türkiye); United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05563220
NCT05573126,"A Modular, Open-Label, Multi-Centre Phase 1/2 Dose-Finding, Optimisation and Expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of EP0062 as Monotherapy and in Combination in Patients With Relapsed Locally Advanced or Metastatic AR+/HER-2-/ER+ Breast Cancer",Phase 1/Phase 2,Recruiting,Interventional,Hormone Receptor-positive Breast Cancer; Hormone Receptor Positive HER-2 Negative Breast Cancer; Metastatic Breast Cancer,Vosilasarm; Elacestrant; Everolimus,,Ellipses Pharma,,60,2023-01-11,2026-11-05,Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05573126
