nct_id,title,phase,status,study_type,conditions,interventions,molecular_targets,sponsor,collaborators,enrollment_count,start_date,completion_date,locations,needs_review,source_url
NCT03745326,A Phase I/II Study Administering Peripheral Blood Lymphocytes Transduced With a Murine T-Cell Receptor Recognizing the G12D Variant of Mutated RAS in HLA-A*11:01 Patients,Phase 1/Phase 2,Recruiting,Interventional,Gastrointestinal Cancer; Pancreatic Cancer; Gastric Cancer; Colon Cancer; Rectal Cancer,Cyclophosphamide; Fludarabine; Aldesleukin; anti-KRAS G12D mTCR PBL,,National Cancer Institute (NCI),,70,2019-05-16,2028-12-01,United States,No,https://clinicaltrials.gov/study/NCT03745326
NCT04157127,Phase I Study of Th-1 Dendritic Cell Immunotherapy in Combination With Standard Chemotherapy for the Adjuvant Treatment of Pancreatic Adenocarcinoma (DECIST),Phase 1,Recruiting,Interventional,Pancreatic Adenocarcinoma; Pancreatic Cancer; Pancreatic Adenosquamous Carcinoma,Autologous DC Therapy,,Diakonos Oncology Corporation,Baylor College of Medicine,18,2020-08-03,2027-12-05,United States,No,https://clinicaltrials.gov/study/NCT04157127
NCT04222413,"First-in-Human Phase I Trial to Investigate the Safety, Tolerability, Pharmacokinetics, Biological and Clinical Activity of Metarrestin (ML-246) in Subjects With Metastatic Solid Tumors",Phase 1,Recruiting,Interventional,Advanced Solid Tumors; Metastatic Pancreatic Cancer; Pediatric Solid Tumor; Advanced Breast Cancer; Malignant Peripheral Nerve Sheath Tumor; Colorectal Neoplasms,Metarrestin,,National Cancer Institute (NCI),,116,2020-10-27,2028-12-31,United States,No,https://clinicaltrials.gov/study/NCT04222413
NCT04361708,"A Phase 1 Dose Finding Study of the gFOLFOXIRITAX Regimen Using UGT1A1 Genotype-directed Irinotecan With Fluorouracil, Leucovorin, Oxaliplatin and Taxotere in Patients With Untreated Advanced Upper Gastrointestinal Adenocarcinomas: The I-FLOAT Study",Phase 1,Recruiting,Interventional,Pancreatic Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Adenocarcinoma,Oxaliplatin; Docetaxel; Leucovorin; Irinotecan; 5-Fluorouracil,,University of Chicago,,54,2020-05-08,2027-05-05,United States,No,https://clinicaltrials.gov/study/NCT04361708
NCT04404101,Evaluation of Pancreatic Cystic Lesions Via EUS-Guided Fine Needle Aspiration With and Without Micro Forceps Biopsies: A Multi-Center Prospective Randomized Study,Not Applicable,Recruiting,Interventional,Pancreatic Cyst,1). EUS-FNA plus MFB; 2). EUS-FNA Alone,,"University of Colorado, Denver",US Endoscopy,300,2021-05-11,2025-04-05,United States,No,https://clinicaltrials.gov/study/NCT04404101
NCT04484909,Phase I Study of NBTXR3 Activated by Radiotherapy for Locally Advanced or Borderline Resectable Pancreatic Ductal Adenocarcinoma,Phase 1,Recruiting,Interventional,Borderline Resectable Pancreatic Adenocarcinoma; Locally Advanced Pancreatic Ductal Adenocarcinoma; Resectable Pancreatic Ductal Adenocarcinoma; Stage III Pancreatic Cancer AJCC v8,Hafnium Oxide-containing Nanoparticles NBTXR3; Radiation Therapy,,M.D. Anderson Cancer Center,National Cancer Institute (NCI),24,2020-07-01,2026-12-31,United States,No,https://clinicaltrials.gov/study/NCT04484909
NCT04609592,"Pilot Phase 1 Study of Perioperative Peptide Receptor Radionuclide Therapy (PRRT) in Metastatic, WHO Grade 1 or 2, SSTR Positive, Gastroenteropancreatic Neuroendocrine Tumors Who Are Candidates for Cytoreductive Surgery",Phase 1,Recruiting,Interventional,Gastroenteropancreatic Neuroendocrine Tumor,Lutathera; Gallium 68 Dotatate; Computed Tomography (CT); Magnetic Resonance Imaging (MRI); PET/CT,,Stanford University,Novartis Pharmaceuticals,10,2021-03-17,2027-09-05,United States,No,https://clinicaltrials.gov/study/NCT04609592
NCT04657068,"A Phase I/IIa, Open-label, Multi-center Study to Assess the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of the ATR Kinase Inhibitor ART0380 Administered Orally as Monotherapy and in Combination to Patients With Advanced or Metastatic Solid Tumors",Phase 1/Phase 2,Recruiting,Interventional,Advanced Cancer; Metastatic Cancer; Ovarian Cancer; Primary Peritoneal Cancer; Fallopian Tube Cancer; Endometrial Cancer; Metastatic Colorectal Cancer; Pancreatic Ductal Adenocarcinoma; Acinar Cell Carcinoma,ART0380; Gemcitabine; Irinotecan,,Artios Pharma Ltd,,502,2020-12-13,2026-12-05,France; Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04657068
NCT04789486,Nano-SMART: An Adaptive Phase I-II Trial of AGuIX Gadolinium-based Nanoparticles With Stereotactic Magnetic Resonance-guided Adaptive Radiation Therapy for Centrally Located Lung Tumors and Locally Advanced Unresectable Pancreatic Ductal Adenocarcinoma,Phase 1/Phase 2,Recruiting,Interventional,Non-small Cell Lung Cancer; Advanced Pancreatic Adenocarcinoma; Unresectable Pancreatic Cancer; Ductal Adenocarcinoma of the Pancreas,AGuIX; Radiotherapy,,Dana-Farber Cancer Institute,NH TherAguix SAS,100,2021-05-27,2027-09-10,United States,No,https://clinicaltrials.gov/study/NCT04789486
NCT04820179,"Phase II Trial Evaluating the Safety and Efficacy of Atezolizumab in Combination With Cabozantinib for the Treatment of Metastatic, Refractory Pancreatic Cancer",Phase 2,Recruiting,Interventional,Pancreatic Cancer; Metastatic Pancreatic Cancer,Cabozantinib + Atezolizumab,,University of Arizona,,29,2021-10-12,2026-01-31,United States,No,https://clinicaltrials.gov/study/NCT04820179
NCT04887805,Phase II Trial of Lenvatinib-Pembrolizumab Maintenance Therapy in Patients With Advanced Unresectable Pancreatic Cancer,Phase 2,Recruiting,Interventional,Advanced Pancreatic Ductal Adenocarcinoma; Stage II Pancreatic Cancer AJCC v8; Stage IIA Pancreatic Cancer AJCC v8; Stage IIB Pancreatic Cancer AJCC v8; Stage III Pancreatic Cancer AJCC v8; Stage IV Pancreatic Cancer AJCC v8; Unresectable Pancreatic Ductal Adenocarcinoma,Lenvatinib Mesylate; Pembrolizumab,,City of Hope Medical Center,National Cancer Institute (NCI),28,2021-07-21,2026-11-05,United States,No,https://clinicaltrials.gov/study/NCT04887805
NCT04939610,"LuMIERE: A Phase 1/2, Multicenter, Open-label, Non-randomized Study to Investigate Safety and Tolerability, Pharmacokinetics, Dosimetry, and Preliminary Activity of 177Lu-FAP-2286 in Patients With an Advanced Solid Tumor",Phase 1/Phase 2,Recruiting,Interventional,Solid Tumor,68Ga-FAP-2286; 177Lu-FAP-2286,,Novartis Pharmaceuticals,,222,2021-07-30,2028-06-30,Australia; Canada; France; Italy; United States,No,https://clinicaltrials.gov/study/NCT04939610
NCT04970056,Pancreatic Cancer Early Detection Consortium,,Recruiting,Observational,Pancreas Cancer; Pancreas Cyst; Pancreatic Ductal Adenocarcinoma; Genetic Predisposition,,,Arbor Research Collaborative for Health,,10000,2020-09-18,2030-12-31,Australia; Canada; Hungary; Iceland; Israel; Italy; Singapore; Spain; Taiwan; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04970056
NCT05086250,"A Prospective, Single Center, Double Blind, Randomized, Crossover Feasibility Study of Oral Ketamine Versus Placebo for the Treatment of Anxiety in Patients With Pancreatic Cancer",Early Phase 1,Recruiting,Interventional,Anxiety; Pancreatic Cancer,Ketamine; Placebo; Placebo; Ketamine,,Cedars-Sinai Medical Center,,20,2022-10-20,2026-12-05,United States,No,https://clinicaltrials.gov/study/NCT05086250
NCT05141149,"A First in Human, Phase 1/2a, Multicentre, Open-label Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Efficacy of PBP1510 in Patients With Advanced/Metastatic Pancreatic Cancer",Phase 1/Phase 2,Recruiting,Interventional,Pancreatic Cancer,PBP1510 (400mg/16mL); Gemcitabine (1000 mg/m^2),,Prestige Biopharma Limited,,80,2023-06-05,2026-12-05,Australia; Singapore; Spain; United States,No,https://clinicaltrials.gov/study/NCT05141149
NCT05254184,Pooled Mutant KRAS-Targeted Long Peptide Vaccine Combined With Nivolumab and Ipilimumab for Patients With Advanced KRAS Mutated Non-Small Cell Lung Cancer,Phase 1,Recruiting,Interventional,Non-Small Cell Lung Cancer,Pooled Mutant KRAS-Targeted Long Peptide Vaccine 0.3mg each; 1.8mg total peptides,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,,12,2022-11-01,2027-04-01,United States,No,https://clinicaltrials.gov/study/NCT05254184
NCT05296421,Pilot Study to Investigate Targetable Metabolic Pathways Sustaining Pancreatic Cancer and Associated Genomic Alterations,Not Applicable,Recruiting,Interventional,Pancreatic Ductal Adenocarcinoma,Biopsy; Therapeutic Conventional Surgery; Uniformly-labeled [13C]glucose,,"Rutgers, The State University of New Jersey",National Cancer Institute (NCI),16,2022-03-14,2026-07-01,United States,No,https://clinicaltrials.gov/study/NCT05296421
NCT05382559,A Phase 1 Study of ASP3082 in Participants With Locally Advanced or Metastatic Solid Tumor Malignancies With KRAS G12D Mutation,Phase 1,Recruiting,Interventional,Solid Tumor,ASP3082; Cetuximab; Leucovorin; Oxaplatin; Fluorouracil; Irinotecan; Nanoparticle albumin-bound-paclitaxel; Gemcitabine; Docetaxel; Pembrolizumab; Cisplatin; Carboplatin; Pemetrexed,,Astellas Pharma Inc,,651,2022-06-08,2026-10-31,China; France; Japan; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT05382559
NCT05535894,Endoscopic Ultrasound-guided Radiofrequency Ablation of Celiac Ganglion for Pain Management and Improvement of Quality of Life in Patients With Unresectable Pancreatic Cancer,,Recruiting,Observational,Pancreatic Cancer,Ablation of Celiac Ganglion,,West Virginia University,,12,2022-08-10,2025-12-05,United States,No,https://clinicaltrials.gov/study/NCT05535894
NCT05625529,Exoluminate Study: Observational Registry Study to Assess Exo-PDAC Assay Performance for Detection of Pancreatic Adenocarcinoma (PDAC) in High-Risk or Clinically Suspicious Patients,,Recruiting,Observational,Pancreas Cancer; Exosomes; Extracellular Vesicles; Pancreatic Neoplasms,,,Biological Dynamics,,1000,2022-12-19,2028-01-01,United States,No,https://clinicaltrials.gov/study/NCT05625529
NCT05688215,A Pilot Study of Zimberelimab and Quemliclustat Combination With Chemotherapy in Patients With Borderline Resectable and Locally Advanced Pancreatic Adenocarcinoma,Phase 1/Phase 2,Recruiting,Interventional,Borderline Resectable Pancreatic Adenocarcinoma; Locally Advanced Pancreatic Ductal Adenocarcinoma,Biospecimen Collection; Computed Tomography; Core Biopsy; Fluorouracil; Irinotecan; Leucovorin; Leucovorin Calcium; Oxaliplatin; Quemliclustat; Zimberelimab,,Jonsson Comprehensive Cancer Center,"Arcus Biosciences, Inc.",56,2023-03-07,2026-03-02,United States,No,https://clinicaltrials.gov/study/NCT05688215
NCT05694715,Combination Therapy of Niraparib and Irinotecan in Cancers With Mutations in DNA Repair Genes,Phase 1,Recruiting,Interventional,Metastatic Solid Tumor; BRCA1 Mutation; BRCA2 Mutation; ATM Gene Mutation; PALB2 Gene Mutation,Niraparib; Irinotecan,,"University of California, San Francisco",GlaxoSmithKline,24,2023-05-23,2028-01-31,United States,No,https://clinicaltrials.gov/study/NCT05694715
NCT05786924,"A Phase 1/2, Open-label Study of Oral S241656 (BDTX-4933) as Monotherapy and in Combination With Other Anti-Cancer Therapies in Patients With KRAS, BRAF and Other Selected RAS/MAPK Mutation-Positive Malignancies",Phase 1/Phase 2,Recruiting,Interventional,Non-small Cell Lung Cancer; Histiocytic Neoplasm; Histiocytosis; BRAF Gene Mutation; BRAF V600E; BRAF V600 Mutation; BRAF Mutation-Related Tumors; BRAF; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Lung Cancer; Recurrent Lung Cancer; Recurrent Lung Non-Small Cell Carcinoma; NSCLC; Solid Tumor; Solid Carcinoma; KRAS G12D; KRAS G12V; KRAS Mutation-Related Tumors; NRAS Gene Mutation; Thyroid Cancer; Thyroid Carcinoma; Colorectal Cancer; Colorectal Carcinoma; Recurrent Histiocytic and Dendritic Cell Neoplasm; Brain Metastases; Recurrent NSCLC; KRAS G13C; Acquired Resistance to KRAS G12C Inhibitor; KRAS G12A; KRAS G12F; KRAS G12R; KRAS G13D,S241656; FOLFOX6/FOLFOX7; FOLFIRI; Cetuximab; Panitumumab; Gemcitabine; Nab-paclitaxel,,Institut de Recherches Internationales Servier,,554,2023-04-18,2028-06-05,United States,No,https://clinicaltrials.gov/study/NCT05786924
NCT05799274,Characterizing the Radiochemical and Radiation Safety of RAD301 in Healthy Human Volunteers and Patients With Pancreatic Ductal Adenocarcinoma or Other Solid Tumors,Phase 1,Recruiting,Interventional,Healthy Volunteers; Pancreatic Ductal Adenocarcinoma; Non-small Cell Lung Cancer (NSCLC); Esophageal Squamous Cell Carcinoma; Cervical Cancer; Endometrial Cancer; Ovarian Cancer,RAD301 ([68Ga]-RAD301),,"Radiopharm Theranostics, Ltd",,9,2023-11-09,2025-11-05,United States,No,https://clinicaltrials.gov/study/NCT05799274
NCT05836870,Tele-PancFit: A Multi-site Trial of Video-based Strengthening Exercise Prehabilitation for Patients With Resectable Pancreatic Cancer,Phase 3,Recruiting,Interventional,Pancreatic Cancer,Enhanced Usual Care; Tele-supervised resistance exercises,,M.D. Anderson Cancer Center,,120,2023-07-18,2032-12-31,United States,No,https://clinicaltrials.gov/study/NCT05836870
NCT05983133,A Phase 1 Study of PF-08046052/SGN-EGFRd2 in Advanced Solid Tumors,Phase 1,Recruiting,Interventional,"Colorectal Neoplasms; Carcinoma, Non-Small-Cell Lung; Squamous Cell Carcinoma of the Head and Neck; Pancreatic Ductal Adenocarcinoma",PF-08046052,,"Seagen, a wholly owned subsidiary of Pfizer",,290,2023-11-14,2030-01-09,United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05983133
NCT05984602,A Phase IB Study to Determine the Safety and Tolerability of Canakinumab and Tislelizumab in Combination With Nab-Paclitaxel and Gemcitabine in the Neo-adjuvant Treatment of Patients With Pancreatic Cancer,Phase 1,Recruiting,Interventional,Pancreatic Cancer,Canakinumab; Tislelizumab; Nab-Paclitaxel; Gemcitabine,,NYU Langone Health,,10,2023-07-14,2026-01-01,United States,No,https://clinicaltrials.gov/study/NCT05984602
NCT05985655,"A Phase 1/2 Open-label Multicenter Study to Assess the Safety, Pharmacokinetics, and Anti-tumor Activity of GTAEXS617 in Patients With Advanced Solid Tumors",Phase 1/Phase 2,Recruiting,Interventional,"Advanced Solid Tumor; Head and Neck Squamous Cell Carcinoma (HNSCC); Pancreatic Adenocarcinoma; Non-small Cell Lung Cancer (NSCLC); Breast Carcinoma; High-grade Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancers (HGSOC); Hormone Receptor Positive [HR+] and Human Epidermal Growth Factor Receptor 2 Negative [HER2-] Breast Carcinoma",GTAEXS617; SoC,,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.",,165,2023-07-06,2028-05-05,Belgium; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05985655
NCT05997056,"A Phase 2 Multi-center, Open-label, Single Arm Study of Nab-sirolimus in Patients With Well-differentiated Neuroendocrine Tumors (NETs) of the Gastrointestinal Tract, Lung, or Pancreas Who Have Not Received Prior Treatment With mTOR Inhibitors",Phase 2,Recruiting,Interventional,Neuroendocrine Tumors; NET; Pancreatic Neuroendocrine Tumor; Gastrointestinal Neuroendocrine Tumor; Pulmonary Neuroendocrine Tumor,nab-sirolimus,,"Aadi Bioscience, Inc.",,21,2023-11-07,2025-12-08,United States,No,https://clinicaltrials.gov/study/NCT05997056
NCT06026410,"Phase 1, First-in-Human, Multicenter, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Preliminary Antitumor Activity of KO-2806 When Administered as Monotherapy and in Combination Therapy in Adult Patients With Advanced Solid Tumors",Phase 1,Recruiting,Interventional,Solid Tumors With HRAS Alterations; Non Small Cell Lung Cancer (NSCLC); Colorectal Cancer (CRC); Pancreatic Ductal Adenocarcinoma (PDAC); Clear Cell Renal Cell Carcinoma (ccRCC); Renal Cell Carcinoma (Kidney Cancer); Non Clear Cell Renal Cell Carcinoma (nccRCC),Darlifarnib; Cabozantinib; Adagrasib,,"Kura Oncology, Inc.",Mirati Therapeutics Inc.,300,2023-10-18,2027-04-05,France; Italy; Spain; United States,No,https://clinicaltrials.gov/study/NCT06026410
NCT06037837,Generalized Robotic Skills Assessment Using Machine Learning-Based Analysis Across Multiple Surgical Specialties,,Enrolling by invitation,Observational,Surgery,Robotic Surgery,,Memorial Sloan Kettering Cancer Center,,1000,2023-08-24,2026-08-24,United States,No,https://clinicaltrials.gov/study/NCT06037837
NCT06040541,"Phase 1/1b, Multicenter, Open-Label, Study of RMC 9805 in Participants With Advanced KRASG 12D-Mutant Solid Tumors",Phase 1,Recruiting,Interventional,Non-small Cell Lung Cancer (NSCLC); Colorectal Cancer (CRC); Pancreatic Ductal Adenocarcinoma (PDAC); Advanced Solid Tumors,RMC-9805; RMC-6236,,"Revolution Medicines, Inc.",,604,2023-09-07,2027-04-30,United States,No,https://clinicaltrials.gov/study/NCT06040541
NCT06048484,"A Phase 2, Open-Label, Multicenter, Randomized Study Evaluating Neoadjuvant Therapy Targeting the Adenosine Immunosuppressive Pathway in Combination With Immune Checkpoint Blockade and Radiation Therapy in Patients With Advanced PANCreatic Ductal Adenocarcinoma Who Are Candidates for Surgical Resection",Phase 2,Recruiting,Interventional,Pancreatic Ductal Adenocarcinoma,Stereotactic body radiotherapy (SBRT); Zimberelimab; Quemliclustat; Etrumadenant; Modified FOLFIRINOX,,Gulam Manji,"Arcus Biosciences, Inc.",60,2024-05-10,2027-04-05,United States,No,https://clinicaltrials.gov/study/NCT06048484
NCT06122480,Surgical Resection of Synchronous Pulmonary or Hepatic Oligometastatic Pancreatic Ductal Adenocarcinoma (PHOLIPANC): A Phase II Single Arm Trial,Not Applicable,Recruiting,Interventional,Pancreatic Ductal Adenocarcinoma; Oligometastatic Disease,Surgery,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,,40,2024-05-21,2028-04-01,United States,No,https://clinicaltrials.gov/study/NCT06122480
NCT06131840,An Open-label Phase 1 Study to Investigate PF-08046050 (SGN-CEACAM5C) in Adults With Advanced Solid Tumors,Phase 1,Recruiting,Interventional,"Colorectal Neoplasms; Carcinoma, Non-Small-Cell Lung; Stomach Neoplasms; Pancreatic Ductal Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Small Cell Lung Carcinoma",PF-08046050; bevacizumab; 5-Fluorouracil (5-FU); Oxaliplatin; Leucovorin (LV),,"Seagen, a wholly owned subsidiary of Pfizer",Sanofi,914,2023-11-20,2030-09-12,Canada; France; Netherlands; Spain; Sweden; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT06131840
NCT06158139,A Phase I Study of Autologous CAR-T Cells Targeting the B7-H3 Antigen and Containing the Inducible Caspase 9 Safety Switch in Subjects With Refractory Pancreatic Ductal Adenocarcinoma (PDAC),Phase 1,Recruiting,Interventional,Pancreas Cancer; Relapse; Resistant Cancer,iC9-CAR.B7-H3 T cell infusion,,UNC Lineberger Comprehensive Cancer Center,M.D. Anderson Cancer Center,27,2024-07-18,2028-06-05,United States,No,https://clinicaltrials.gov/study/NCT06158139
NCT06162221,A Platform Study of RAS(ON) Inhibitors in Patients With RAS-Mutated Non-Small Cell Lung Cancer (NSCLC),Phase 1/Phase 2,Recruiting,Interventional,"Non-Small Cell Lung Cancer, NSCLC; KRAS, NRAS, HRAS-mutated NSCLC; KRAS G12C-mutated Solid Tumors, Lung Cancer; Lung Cancer Stage IV, Advanced Solid Tumor, Cancer; RAS G12D-mutated NSCLC",RMC-6291; RMC-6236; Pembrolizumab; Cisplatin; Carboplatin; Pemetrexed; RMC-9805,,"Revolution Medicines, Inc.",,616,2024-01-18,2028-12-05,Australia; Denmark; France; Germany; Greece; Italy; Netherlands; Spain; Taiwan; United States,No,https://clinicaltrials.gov/study/NCT06162221
NCT06179160,"A Phase 1, Open-Label, Multicenter Study of INCB161734 in Participants With Advanced or Metastatic Solid Tumors With KRAS G12D Mutation",Phase 1,Recruiting,Interventional,Solid Tumors,INCB161734; Cetuximab; Retifanlimab; GEMNabP; mFOLFIRINOX; FOLFOX; FOLFIRI; INCA33890,,Incyte Corporation,,710,2024-01-04,2027-01-01,Australia; Belgium; Canada; France; Italy; Japan; Spain; United States,No,https://clinicaltrials.gov/study/NCT06179160
NCT06182072,"A Phase I/Ib Trial of ProAgio, an Anti- αvβ3 Integrin Cytotoxin, in Combination With Gemcitabine and Nab-paclitaxel or Gemcitabine, Nab-paclitaxel and Atezolizumab for Advanced Pancreatic Cancer",Phase 1,Recruiting,Interventional,Pancreatic Ductal Adenocarcinoma (PDAC),"ProAgio Dose Levels (DL) 1,2,3,4; Gemcitabine, nab paclitaxel",,"ProDa BioTech, LLC",University of Alabama at Birmingham; Georgia State University,46,2023-09-14,2028-06-30,United States,No,https://clinicaltrials.gov/study/NCT06182072
NCT06218914,"Open-label, Phase 1, Multi-Center Master Protocol to Evaluate the Safety and Preliminary Anti-Tumor Activity of TCR-engineered T Cells Recognizing KRAS Mutations in Adult Subjects With Unresectable, Advanced, and/or Metastatic Solid Tumors",Phase 1,Recruiting,Interventional,"Non-small Cell Lung Cancer; Colorectal Carcinoma; Pancreatic Ductal Adenocarcinoma; Endometrial Cancer; Solid Tumor, Adult; KRAS G12D","NT-112: Autologous, engineered T Cells targeting KRAS G12D; AZD0240: Autologous, engineered T Cells targeting KRAS G12D",,AstraZeneca,,24,2024-03-22,2043-11-18,United States,No,https://clinicaltrials.gov/study/NCT06218914
NCT06227377,"A Phase 1 Trial Evaluating the Safety, Tolerability, PK, and Efficacy of QTX3034 in Patients With Solid Tumors With KRASG12D Mutation",Phase 1,Recruiting,Interventional,Solid Tumors,QTX3034; Cetuximab,,Quanta Therapeutics,,250,2024-02-05,2027-04-01,United States,No,https://clinicaltrials.gov/study/NCT06227377
