nct_id,title,phase,status,study_type,conditions,interventions,molecular_targets,sponsor,collaborators,enrollment_count,start_date,completion_date,locations,needs_review,source_url
NCT04114136,A Phase II Clinical Trial of Anti-PD-1 mAb Therapy Alone or With Metabolic Modulators to Reverse Tumor Hypoxia and Immune Dysfunction in Solid Tumor Malignancies,Phase 2,Recruiting,Interventional,Melanoma; NSCLC; Hepatocellular Carcinoma; Urothelial Cancer; Gastric Adenocarcinoma; HNSCC; Esophageal Adenocarcinoma; Microsatellite Instability-High Solid Malignant Tumor,Nivolumab or Pembrolizumab (dependent upon approved indication); Metformin; Rosiglitazone,,Dan Zandberg,,72,2020-09-14,2032-04-30,United States,No,https://clinicaltrials.gov/study/NCT04114136
NCT04130516,"A Multicenter Phase 1-2A Study to Assess the Safety, Tolerability, Pharmacokinetics, and Antitumor Activity of LNS8801 in Patients With Advanced Cancer With and Without Pembrolizumab",Phase 1/Phase 2,Recruiting,Interventional,"Solid Tumor, Adult","LNS8801 -Small molecule, orally bioavailable, selective agonist of GPER; Pembrolizumab - anti-PD-1 antibody",,"Linnaeus Therapeutics, Inc.",Merck Sharp & Dohme LLC,200,2019-10-21,2027-12-15,United States,No,https://clinicaltrials.gov/study/NCT04130516
NCT04221893,Phase II Study of Hypofractionated Radiation Therapy to Augment Immune Response in Patients With Metastatic GastroIntestinal Malignancies Progressing on Immune Therapy (ARM-GI),Not Applicable,Recruiting,Interventional,Stage IV Esophageal Adenocarcinoma; Stage IV Esophageal Squamous Cell Carcinoma; Stage IV Gastric Cancer; Stage IV Adenocarcinoma of the Gastroesophageal Junction; Stage IVA Esophageal Adenocarcinoma; Stage IVA Esophageal Squamous Cell Carcinoma; Stage IVA Gastric Cancer; Stage IVA Adenocarcinoma of the Gastroesophageal Junction; Stage IVB Esophageal Adenocarcinoma; Stage IVB Esophageal Squamous Cell Carcinoma; Stage IVB Gastric Cancer; Stage IVB Gastroesophageal Junction Adenocarcinoma; Metastatic Anal Canal Carcinoma; Metastatic Colorectal Carcinoma; Metastatic Esophageal Carcinoma; Metastatic Gastric Carcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Metastatic Hepatocellular Carcinoma; Metastatic Malignant Digestive System Neoplasm; Metastatic Small Intestinal Carcinoma; Pancreatobiliary Carcinoma; Pathologic Stage IV Gastric Cancer AJCC v8; Pathologic Stage IVA Esophageal Adenocarcinoma AJCC v8; Pathologic Stage IVA Esophageal Squamous Cell Carcinoma AJCC v8; Pathologic Stage IVB Esophageal Adenocarcinoma AJCC v8; Pathologic Stage IVB Esophageal Squamous Cell Carcinoma AJCC v8; Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IV Esophageal Squamous Cell Carcinoma AJCC v8; Postneoadjuvant Therapy Stage IV Gastric Cancer AJCC v8; Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IVA Esophageal Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IVA Esophageal Squamous Cell Carcinoma AJCC v8; Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IVB Esophageal Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IVB Esophageal Squamous Cell Carcinoma AJCC V8; Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8; Stage IV Anal Cancer AJCC v8; Stage IV Colorectal Cancer AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IVA Colorectal Cancer AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Colorectal Cancer AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Stage IVC Colorectal Cancer AJCC v8,Radiation Therapy (RT),,"University of California, San Francisco",Varian Medical Systems,28,2020-08-07,2028-04-30,United States,No,https://clinicaltrials.gov/study/NCT04221893
NCT04383262,"A 12-Week Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Assess the Efficacy of Oral Fosamprenavir for Laryngopharyngeal Reflux",Phase 2,Not yet recruiting,Interventional,Laryngopharyngeal Reflux,Fosamprenavir Calcium; Placebo,,Medical College of Wisconsin,,104,2026-03-01,2027-10-01,United States,No,https://clinicaltrials.gov/study/NCT04383262
NCT04421820,A Phase 1b/2a Dose Escalation Study of BOLD-100 in Combination With FOLFOX Chemotherapy in Patients With Advanced Solid Tumours,Phase 1/Phase 2,Recruiting,Interventional,Colorectal Cancer; Pancreatic Cancer; Gastric Cancers; Cholangiocarcinoma,BOLD-100 in combination with FOLFOX Chemotherapy (Dose Expansion); BOLD-100 in combination with FOLFOX Chemotherapy (Dose Escalation),,"Bold Therapeutics, Inc.",,220,2020-08-28,2026-09-01,Canada; Ireland; South Korea; United States,No,https://clinicaltrials.gov/study/NCT04421820
NCT04486352,A Phase IB/II Multi-Cohort Study of Targeted Agents and/or Immunotherapy With Atezolizumab for Patients With Recurrent or Persistent Endometrial Cancer,Phase 1/Phase 2,Recruiting,Interventional,Endometrial Cancer,Atezolizumab - 28 Day Cycle; Bevacizumab; Ipatasertib; Talazoparib; Trastuzumab emtansine; Tiragolumab; Atezolizumab - 21 Day Cycle; Inavolisib; Letrozole; Giredestrant; Abemaciclib,,"Alliance Foundation Trials, LLC.","Genentech, Inc.; Foundation Medicine; Pfizer; Eli Lilly and Company",148,2021-10-20,2027-10-05,United States,No,https://clinicaltrials.gov/study/NCT04486352
NCT04557969,"Prospective Study of Surgery in Gastrointestinal Stromal Tumors (GISTs) for Treatment, Tumor Modeling, and Genomic Analysis",,Recruiting,Observational,Gastric Cancer; Gastric Neoplasm; Gastrointestinal Stromal Sarcoma; Gastrointestinal Stromal Neoplasm; Gastrointestinal Stromal Tumor (GIST),,,National Cancer Institute (NCI),,400,2020-12-18,2040-12-30,United States,No,https://clinicaltrials.gov/study/NCT04557969
NCT04600466,Identification of Molecular and Epidemiological Risk Factors in the Development of Gastric Cancer in High-risk Predominantly Hispanic Population,,Recruiting,Observational,Gastric Cancer,Molecular testing for all participants.; Germline Testing; Survey,,The University of Texas Health Science Center at San Antonio,IIMS-UT Health San Antonio; National Center for Advancing Translational Sciences (NCATS),150,2021-01-22,2030-01-22,United States,No,https://clinicaltrials.gov/study/NCT04600466
NCT04609592,"Pilot Phase 1 Study of Perioperative Peptide Receptor Radionuclide Therapy (PRRT) in Metastatic, WHO Grade 1 or 2, SSTR Positive, Gastroenteropancreatic Neuroendocrine Tumors Who Are Candidates for Cytoreductive Surgery",Phase 1,Recruiting,Interventional,Gastroenteropancreatic Neuroendocrine Tumor,Lutathera; Gallium 68 Dotatate; Computed Tomography (CT); Magnetic Resonance Imaging (MRI); PET/CT,,Stanford University,Novartis Pharmaceuticals,10,2021-03-17,2027-09-05,United States,No,https://clinicaltrials.gov/study/NCT04609592
NCT04704661,Phase 1/1B Study of DS-8201a in Combination With ATR Inhibition (AZD6738) in Advanced Solid Tumors With HER2 Expression (DASH Trial),Phase 1,Recruiting,Interventional,Advanced Breast Carcinoma; Advanced Colon Carcinoma; Advanced Colorectal Carcinoma; Advanced Endometrial Carcinoma; Advanced Gastric Carcinoma; Advanced Gastroesophageal Junction Adenocarcinoma; Advanced Malignant Solid Neoplasm; Advanced Salivary Gland Carcinoma; Anatomic Stage III Breast Cancer AJCC v8; Anatomic Stage IV Breast Cancer AJCC v8; Clinical Stage III Gastric Cancer AJCC v8; Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IV Gastric Cancer AJCC v8; Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; HER2-Positive Breast Carcinoma; Malignant Hepatobiliary Neoplasm; Metastatic Breast Carcinoma; Metastatic Colon Carcinoma; Metastatic Colorectal Carcinoma; Metastatic Endometrial Carcinoma; Metastatic Gastric Carcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Salivary Gland Carcinoma; Stage III Colon Cancer AJCC v8; Stage III Colorectal Cancer AJCC v8; Stage III Major Salivary Gland Cancer AJCC v8; Stage III Uterine Corpus Carcinoma or Carcinosarcoma AJCC v8; Stage IV Colon Cancer AJCC v8; Stage IV Colorectal Cancer AJCC v8; Stage IV Major Salivary Gland Cancer AJCC v8; Stage IV Uterine Corpus Carcinoma or Carcinosarcoma AJCC v8; Unresectable Breast Carcinoma; Unresectable Colon Carcinoma; Unresectable Colorectal Carcinoma; Unresectable Endometrial Carcinoma; Unresectable Gastric Carcinoma; Unresectable Gastroesophageal Junction Adenocarcinoma; Unresectable Malignant Solid Neoplasm; Unresectable Salivary Gland Carcinoma,Biopsy Procedure; Biospecimen Collection; Ceralasertib; Computed Tomography; Echocardiography Test; Multigated Acquisition Scan; Positron Emission Tomography; Trastuzumab Deruxtecan,,National Cancer Institute (NCI),,51,2021-08-09,2026-03-31,United States,No,https://clinicaltrials.gov/study/NCT04704661
NCT04774419,"Adjuvant Checkpoint Blockade Plus Radiation In Locally Advanced, Mismatch Repair Deficient/Microsatellite Instability-High (MMR-D/MSI-H) Endometrial Cancer",Phase 2,Recruiting,Interventional,Endometrial Cancer,Intensity modulated radiation therapy (IMRT); Dostarlimab; Hypofractionated IMRT,,Memorial Sloan Kettering Cancer Center,"Tesaro, Inc.",62,2021-04-02,2026-02-05,United States,No,https://clinicaltrials.gov/study/NCT04774419
NCT04777994,A Phase 1 Study With ABBV-CLS-484 Alone and in Combination in Subjects With Locally Advanced or Metastatic Tumors,Phase 1,Recruiting,Interventional,Advanced Solid Tumor Cancer,ABBV-CLS-484; Vascular Endothelial Growth Factor Receptor (VEGFR) Tyrosine Kinase Inhibitor (TKI); Programmed Cell Death-1 (PD-1) Inhibitor,,Calico Life Sciences LLC,,248,2021-03-09,2026-10-05,France; Israel; Japan; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT04777994
NCT04787042,"A First-In-Human Phase 1/2 Open-Label Study of Intravenous ST-067, Subcutaneous ST-067 with or Without Obinutuzumab Pre-Treatment, and ST-067 in Combination with Pembrolizumab in Subjects with Advanced Solid Malignancies",Phase 1/Phase 2,Recruiting,Interventional,Cancer; Solid Tumor; Melanoma; Renal Cell Carcinoma; Triple-negative Breast Cancer; Non Small Cell Lung Cancer; Squamous Cell Carcinoma of the Head and Neck; Carcinoma; MSI-High,ST-067; Obinutuzumab 25 MG/1 ML Intravenous Solution [GAZYVA]; pembrolizumab,,"Simcha IL-18, Inc.",Merck Sharp & Dohme LLC,316,2021-08-06,2025-12-31,United States,No,https://clinicaltrials.gov/study/NCT04787042
NCT04802759,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Breast Cancer (MORPHEUS-BREAST CANCER)",Phase 1/Phase 2,Recruiting,Interventional,"Inoperable, Locally Advanced or Metastatic, ER-positive Breast Cancer",Giredestrant; Abemaciclib; Ipatasertib; Inavolisib; Ribociclib; Everolimus; Samuraciclib; PH FDC SC; Palbociclib; Atezolizumab,,Hoffmann-La Roche,,316,2021-06-22,2029-05-30,Australia; Israel; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT04802759
NCT04852887,"A Phase III Clinical Trial Evaluating De-Escalation of Breast Radiation for Conservative Treatment of Stage I, Hormone Sensitive, HER-2 Negative, Oncotype Recurrence Score Less Than or Equal to 18 Breast Cancer",Phase 3,Recruiting,Interventional,Stage I Breast Cancer,"Radiation and Endocrine Therapy (Tamoxifen, Anastrozol, Letrozole, Exemestane); Endocrine Therapy (Tamoxifen, Anastrozol, Letrozole, Exemestane)",,NRG Oncology,National Cancer Institute (NCI),1670,2021-06-07,2041-07-05,Canada; Hong Kong; Japan; United States,No,https://clinicaltrials.gov/study/NCT04852887
NCT04862663,"A Phase Ib/III, Open-label, Randomised Study of Capivasertib Plus CDK4/6 Inhibitors and Fulvestrant Versus CDK4/6 Inhibitors and Fulvestrant in Hormone Receptor-Positive and Human Epidermal Growth Factor Receptor 2-Negative Locally Advanced, Unresectable or Metastatic Breast Cancer (CAPItello-292)",Phase 3,Recruiting,Interventional,Locally Advanced (Inoperable) or Metastatic Breast Cancer,Capivasertib; Fulvestrant; Palbociclib; Ribociclib; Abemaciclib,,AstraZeneca,,895,2021-05-10,2029-08-14,Argentina; Australia; Belgium; Brazil; Canada; China; Denmark; France; Germany; India; Italy; Japan; Malaysia; Poland; South Korea; Spain; Sweden; Taiwan; Thailand; Turkey (Türkiye); United Kingdom; United States; Vietnam,No,https://clinicaltrials.gov/study/NCT04862663
NCT05005403,"A Global First-in-Human Study in NSCLC, HNSCC and Solid Tumors With Azirkitug (ABBV-514) as a Single Agent and in Combination With Budigalimab or Bevacizumab",Phase 1,Recruiting,Interventional,Non-Small Cell Lung Cancer; Head and Neck Squamous Cell Carcinoma; Micro Satellite Stable Colorectal Cancer; Gastric/Esophageal Cancer; High-Grade Serous Ovarian Cancer; Pancreatic Cancer; Triple Negative Breast Cancer,Azirkitug; Budigalimab; Bevacizumab,,AbbVie,,512,2021-11-01,2027-06-05,Israel; Japan; South Korea; Taiwan; United States,No,https://clinicaltrials.gov/study/NCT05005403
NCT05035836,A Phase 2 Single-Arm Open-Label Pilot Trial Evaluating Zanidatamab (ZW25) in Patients With Early Stage HER2/Neu Positive (HER2+) Breast Cancer (BC),Phase 2,Recruiting,Interventional,Breast Cancer; HER2-positive,Zanidatamab; Letrozole; Tamoxifen,,M.D. Anderson Cancer Center,Zymeworks BC Inc.,20,2021-11-16,2028-12-29,United States,No,https://clinicaltrials.gov/study/NCT05035836
NCT05053555,High Dose-Rate Brachytherapy for the Treatment of Both Primary and Secondary Unresectable Liver Malignancies,Not Applicable,Recruiting,Interventional,Liver Malignant Tumors; Cholangiocarcinoma Metastatic; Pancreatic Cancer; Melanoma,high dose rate brachytherapy; high dose rate brachytherapy,,M.D. Anderson Cancer Center,,60,2022-04-24,2027-01-31,United States,No,https://clinicaltrials.gov/study/NCT05053555
NCT05083754,"A Randomized, Open-label Pilot Trial to Evaluate the Safety and Efficacy of Carmustine Wafer in Combination With Retifanlimab and Standard Radiation With or Without Temozolomide in Newly-Diagnosed Adult Subjects With Glioblastoma",Phase 1,Recruiting,Interventional,Glioblastoma Multiforme,Retifanlimab; Temozolomide; Radiation Therapy,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Incyte Corporation,50,2022-08-31,2027-01-05,United States,No,https://clinicaltrials.gov/study/NCT05083754
NCT05086692,"A Phase 1/2 Open Label, Dose Escalation and Expansion Study of MDNA11, IL-2 Superkine, Administered Alone or in Combination With Immune Checkpoint Inhibitor in Patients With Advanced Solid Tumors",Phase 1/Phase 2,Recruiting,Interventional,"Advanced Solid Tumor; Unresectable Solid Tumor; Clear Cell Renal Cell Carcinoma; Triple Negative Breast Cancer; Non-Small Cell Lung Cancer Squamous; Non-Small Cell Lung Cancer Non-squamous; Colorectal Cancer (MSI-H); Gastric Cancer; Cervical Cancer; Basal Cell Carcinoma; Bladder Cancer; Merkel Cell Carcinoma; Squamous Cell Carcinoma of Head and Neck; Cutaneous Squamous Cell Carcinoma; Pleural Mesothelioma; Esophageal Cancer; Endometrial Carcinoma; Solid Tumor; Solid Tumor, Adult; MSI-H Solid Malignant Tumor; Cancer With A High Tumor Mutational Burden; Epithelial Ovarian Carcinoma; Primary Peritoneal Cancer; Gastroesophageal Junction (GEJ) Cancer; Acral Melanoma; Mucosal Melanoma; Cutaneous Melanoma; DMMR Solid Malignant Tumor; Fallopian Tube Cancer; Ovarian Cancer; MSI-H Cancer; DMMR Cancer; Pancreas Adenocarcinoma (MSI-H); Skin Cancer; Viral Cancer; Cervical Cancers; Endometrial Cancer",MDNA11; Pembrolizumab (KEYTRUDA®),,"Medicenna Therapeutics, Inc.",Merck Sharp & Dohme LLC,115,2021-08-27,2026-12-30,Australia; Canada; Ireland; Portugal; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT05086692
NCT05095207,"A Multicenter, Phase IB/II Study of Abemaciclib in Combination With Bicalutamide for Androgen Receptor-positive, HER2-negative Metastatic Breast Cancer",Phase 1/Phase 2,Recruiting,Interventional,Breast Cancer; Metastasis,Abemaciclib; Bicalutamide,,Icahn School of Medicine at Mount Sinai,,42,2021-09-20,2027-12-05,United States,No,https://clinicaltrials.gov/study/NCT05095207
NCT05142592,"A Phase 1/2a, Multi-center, Non-randomized, Open-label, Dose-escalation, and Dose Expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Anti-tumor Activity of IPG7236 Administered Orally as a Single Agent in Patients With Advanced Solid Tumors",Phase 1/Phase 2,Recruiting,Interventional,Safety Issues; Tolerability; Pharmacokinetics,IPG7236,,"Nanjing Immunophage Biotech Co., Ltd",,196,2021-11-15,2025-12-21,China; United States,No,https://clinicaltrials.gov/study/NCT05142592
NCT05187182,Phase I Trial of CA-4948 in Combination With FOLFOX/PD-1 Inhibitor +/- Trastuzumab for Untreated Unresectable Gastric and Esophageal Cancer,Phase 1,Recruiting,Interventional,Gastric Cancer; Esophageal Cancer; Stomach Cancer; Esophagus Cancer; Gastroesophageal Junction Cancer,CA-4948; Nivolumab; Pembrolizumab; Trastuzumab; mFOLFOX7,,Washington University School of Medicine,"Curis, Inc.; The Foundation for Barnes-Jewish Hospital",42,2023-06-02,2028-06-30,United States,No,https://clinicaltrials.gov/study/NCT05187182
NCT05200559,"The Efficacy of T-regulatory Cell Depletion with E7777 Combined with Immune Checkpoint Inhibitor, Pembrolizumab, in Recurrent or Metastatic Solid Tumors: Phase I/II Study",Phase 1/Phase 2,Recruiting,Interventional,Epithelial Ovarian Cancer,Pembrolizumab; E7777,,"Alexander B Olawaiye, MD","Dr. Reddys Laboratories, SA",70,2022-09-30,2027-12-05,United States,No,https://clinicaltrials.gov/study/NCT05200559
NCT05239546,"Phase II, Single Arm Study of Neoadjuvant Dostarlimab (TSR-042) in Stage II and III Deficient Mismatch Repair Colon Cancers",Phase 2,Recruiting,Interventional,Colon Cancer; dMMR Colorectal Cancer,Dostarlimab,,University of Iowa,,25,2023-03-24,2029-06-30,United States,No,https://clinicaltrials.gov/study/NCT05239546
NCT05253651,An Open-label Randomized Phase 3 Study of Tucatinib in Combination With Trastuzumab and mFOLFOX6 Versus mFOLFOX6 Given With or Without Either Cetuximab or Bevacizumab as First-line Treatment for Subjects With HER2+ Metastatic Colorectal Cancer,Phase 3,Recruiting,Interventional,Colorectal Neoplasms,tucatinib; trastuzumab; bevacizumab; cetuximab; oxaliplatin; leucovorin; levoleucovorin; fluorouracil,,"Seagen, a wholly owned subsidiary of Pfizer",,400,2022-10-24,2029-07-27,Argentina; Australia; Austria; Belgium; Brazil; Canada; Chile; China; France; Germany; Greece; Ireland; Italy; Japan; Netherlands; Norway; Poland; Portugal; Slovakia; South Korea; Spain; Switzerland; Taiwan; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05253651
NCT05256225,"A Phase II/III Study of Paclitaxel/Carboplatin Alone or Combined With Either Trastuzumab and Hyaluronidase-oysk (HERCEPTIN HYLECTA) or Pertuzumab, Trastuzumab, and Hyaluronidase-zzxf (PHESGO) in HER2 Positive, Stage I-IV Endometrial Serous Carcinoma or Carcinosarcoma",Phase 3,Recruiting,Interventional,Endometrial Carcinoma; Endometrial Clear Cell Adenocarcinoma; Endometrial Dedifferentiated Carcinoma; Endometrial Endometrioid Adenocarcinoma; Endometrial Mixed Cell Adenocarcinoma; Endometrial Serous Adenocarcinoma; Endometrial Undifferentiated Carcinoma; Uterine Corpus Carcinosarcoma,Biospecimen Collection; Carboplatin; Computed Tomography; Echocardiography Test; High-Dose-Rate Vaginal Cuff Brachytherapy; Hyaluronidase-zzxf/Pertuzumab/Trastuzumab; Multigated Acquisition Scan; Paclitaxel; Survey Administration; Trastuzumab/Hyaluronidase-oysk,,National Cancer Institute (NCI),NRG Oncology,360,2022-11-16,2027-10-31,Puerto Rico; South Korea; United States,No,https://clinicaltrials.gov/study/NCT05256225
NCT05277051,"A Phase 1 First-Time-in-Human, Open-Label Study of GSK4381562 Administered as Monotherapy and in Combination With Anticancer Agents in Participants With Selected Advanced Solid Tumors",Phase 1,Recruiting,Interventional,Neoplasms,Remzistotug; Dostarlimab; Belrestotug; Nelistotug; GSK5764227,,GlaxoSmithKline,,158,2022-03-22,2027-08-31,Australia; Canada; China; France; Japan; South Korea; Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05277051
NCT05438420,"A Phase 1B/2, Open-label Study of Q702 in Combination With Intravenous Pembrolizumab in Patients With Selected Advanced Solid Tumors",Phase 1/Phase 2,Recruiting,Interventional,Esophageal Cancer; Gastric Cancer; Hepatocellular Cancer; Cervical Cancer,Q702; Pembrolizumab,,"Qurient Co., Ltd.",Merck Sharp & Dohme LLC,120,2023-01-12,2026-06-30,South Korea; United States,No,https://clinicaltrials.gov/study/NCT05438420
NCT05464810,"A Randomized Window of Opportunity Study of Preoperative Letrozole and Simvastatin Versus Letrozole Alone in Stage I-III Hormone Receptor Positive, HER2 Negative Breast Cancer",Early Phase 1,Recruiting,Interventional,Anatomic Stage I Breast Cancer AJCC v8; Anatomic Stage II Breast Cancer AJCC v8; Anatomic Stage III Breast Cancer AJCC v8; HER2-Negative Breast Carcinoma; Hormone Receptor-Positive Breast Carcinoma; Invasive Breast Carcinoma,Letrozole; Simvastatin,,Emory University,National Cancer Institute (NCI),40,2022-09-02,2027-04-15,United States,No,https://clinicaltrials.gov/study/NCT05464810
