nct_id,title,phase,status,study_type,conditions,interventions,molecular_targets,sponsor,collaborators,enrollment_count,start_date,completion_date,locations,needs_review,source_url
NCT04005690,A Window of Opportunity Strategy for Targeted Pathway Inhibition in Patients With Pancreatic Ductal Adenocarcinoma,Early Phase 1,Recruiting,Interventional,Locally Advanced Pancreatic Ductal Adenocarcinoma; Metastatic Pancreatic Ductal Adenocarcinoma; Stage II Pancreatic Cancer AJCC v8; Stage III Pancreatic Cancer AJCC v8; Stage IV Pancreatic Cancer AJCC v8; Unresectable Pancreatic Ductal Adenocarcinoma; Borderline Resectable Pancreatic Ductal Adenocarcinoma; Resectable Pancreatic Ductal Adenocarcinoma,Cobimetinib; Olaparib; Onvansertib; Azenosertib; Saruparib; Tremelimumab,,OHSU Knight Cancer Institute,"American Association for Cancer Research; Oregon Health and Science University; Genentech, Inc.; Cardiff Oncology",90,2019-08-01,2028-02-01,United States,No,https://clinicaltrials.gov/study/NCT04005690
NCT04119024,Phase I Dose Escalation Study of Systemically Administered IL13Ra2 Chimeric Antigen Receptor (CAR) T Cells After a Nonmyeloablative Conditioning Regimen in Patients With Metastatic Melanoma and Other Solid Tumors,Phase 1,Recruiting,Interventional,Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Pathologic Stage IIIC Cutaneous Melanoma AJCC v8; Pathologic Stage IV Cutaneous Melanoma AJCC v8; Recurrent Malignant Solid Neoplasm; Refractory Malignant Solid Neoplasm; Uveal Melanoma; Acral Melanoma; Neuroendocrine Tumors; Paraganglioma; Pheochromocytoma; Adrenocortical Carcinoma; Pancreatic Neuroendocrine Tumor; Thyroid Cancer; Breast Cancer; Lung Adenocarcinoma; Head and Neck Squamous Cell Carcinoma,Biopsy; Biospecimen Collection; Computed Tomography; Cyclophosphamide; Fludarabine Phosphate; Fludeoxyglucose F-18; IL13Ralpha2-specific Hinge-optimized 4-1BB-co-stimulatory CAR/Truncated CD19-expressing Autologous TN/MEM Cells; Magnetic Resonance Imaging; Positron Emission Tomography,,Anusha Kalbasi,Parker Institute for Cancer Immunotherapy; Melanoma Research Alliance; California Institute for Regenerative Medicine (CIRM); City of Hope National Medical Center; Jonsson Comprehensive Cancer Center,18,2025-10-07,2026-10-05,United States,No,https://clinicaltrials.gov/study/NCT04119024
NCT04130516,"A Multicenter Phase 1-2A Study to Assess the Safety, Tolerability, Pharmacokinetics, and Antitumor Activity of LNS8801 in Patients With Advanced Cancer With and Without Pembrolizumab",Phase 1/Phase 2,Recruiting,Interventional,"Solid Tumor, Adult","LNS8801 -Small molecule, orally bioavailable, selective agonist of GPER; Pembrolizumab - anti-PD-1 antibody",,"Linnaeus Therapeutics, Inc.",Merck Sharp & Dohme LLC,200,2019-10-21,2027-12-15,United States,No,https://clinicaltrials.gov/study/NCT04130516
NCT04291651,Population-Based Analysis of Neoplastic Changes in Cystic Lesions of the Pancreas.,,Recruiting,Observational,Pancreatic Cyst; Pancreatic Neoplasms; Pancreatic Cancer; Pancreatic Diseases; Pancreatic Intraductal Papillary Mucinous Neoplasm; Intraductal Papillary Mucinous Neoplasm; Pancreatic Ductal Adenocarcinoma; Mucinous Cyst,Survey,,"University of California, San Francisco",,4000,2019-10-08,2030-01-01,United States,No,https://clinicaltrials.gov/study/NCT04291651
NCT04373564,Prospective Evaluation of Potential Effects of Repeated Gadolinium-based Contrast Agent (GBCA) Administrations of the Same GBCA on Motor and Cognitive Functions in Neurologically Normal Adults in Comparison to a Non-GBCA Exposed Control Group,Phase 4,Recruiting,Interventional,Motor Function; Cognitive Function; Contrast Media,Motor Tests; Cognitive Tests; Unenhanced-MRI of the brain; Gadolinium Measurements; Gadoxetate disodium; Gadobenate dimeglumine; Gadodiamide; Gadoterate meglumine; Gadobutrol; Gadoteridol,,Guerbet,Bayer AG (Sponsor); Bracco (Sponsor); GEHC (Sponsor),2076,2021-03-24,2028-12-31,Brazil; Canada; France; Germany; Italy; Russia; South Korea; United States,No,https://clinicaltrials.gov/study/NCT04373564
NCT04421820,A Phase 1b/2a Dose Escalation Study of BOLD-100 in Combination With FOLFOX Chemotherapy in Patients With Advanced Solid Tumours,Phase 1/Phase 2,Recruiting,Interventional,Colorectal Cancer; Pancreatic Cancer; Gastric Cancers; Cholangiocarcinoma,BOLD-100 in combination with FOLFOX Chemotherapy (Dose Expansion); BOLD-100 in combination with FOLFOX Chemotherapy (Dose Escalation),,"Bold Therapeutics, Inc.",,220,2020-08-28,2026-09-01,Canada; Ireland; South Korea; United States,No,https://clinicaltrials.gov/study/NCT04421820
NCT04484909,Phase I Study of NBTXR3 Activated by Radiotherapy for Locally Advanced or Borderline Resectable Pancreatic Ductal Adenocarcinoma,Phase 1,Recruiting,Interventional,Borderline Resectable Pancreatic Adenocarcinoma; Locally Advanced Pancreatic Ductal Adenocarcinoma; Resectable Pancreatic Ductal Adenocarcinoma; Stage III Pancreatic Cancer AJCC v8,Hafnium Oxide-containing Nanoparticles NBTXR3; Radiation Therapy,,M.D. Anderson Cancer Center,National Cancer Institute (NCI),24,2020-07-01,2026-12-31,United States,No,https://clinicaltrials.gov/study/NCT04484909
NCT04588025,Disposable Perfusion Phantom for Accurate DCE (Dynamic Contrast Enhanced)-MRI Measurement of Pancreatic Cancer Therapy Response,Not Applicable,Recruiting,Interventional,Pancreatic Cancer,"Point-of-care Portable Perfusion Phantom, P4",,University of Alabama at Birmingham,,55,2020-10-14,2026-10-05,United States,No,https://clinicaltrials.gov/study/NCT04588025
NCT04609592,"Pilot Phase 1 Study of Perioperative Peptide Receptor Radionuclide Therapy (PRRT) in Metastatic, WHO Grade 1 or 2, SSTR Positive, Gastroenteropancreatic Neuroendocrine Tumors Who Are Candidates for Cytoreductive Surgery",Phase 1,Recruiting,Interventional,Gastroenteropancreatic Neuroendocrine Tumor,Lutathera; Gallium 68 Dotatate; Computed Tomography (CT); Magnetic Resonance Imaging (MRI); PET/CT,,Stanford University,Novartis Pharmaceuticals,10,2021-03-17,2027-09-05,United States,No,https://clinicaltrials.gov/study/NCT04609592
NCT04820179,"Phase II Trial Evaluating the Safety and Efficacy of Atezolizumab in Combination With Cabozantinib for the Treatment of Metastatic, Refractory Pancreatic Cancer",Phase 2,Recruiting,Interventional,Pancreatic Cancer; Metastatic Pancreatic Cancer,Cabozantinib + Atezolizumab,,University of Arizona,,29,2021-10-12,2026-01-31,United States,No,https://clinicaltrials.gov/study/NCT04820179
NCT04970056,Pancreatic Cancer Early Detection Consortium,,Recruiting,Observational,Pancreas Cancer; Pancreas Cyst; Pancreatic Ductal Adenocarcinoma; Genetic Predisposition,,,Arbor Research Collaborative for Health,,10000,2020-09-18,2030-12-31,Australia; Canada; Hungary; Iceland; Israel; Italy; Singapore; Spain; Taiwan; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT04970056
NCT04989959,An Exploratory Study of [18F]PT2385 PET/CT in Patients With Renal Cell Carcinoma,Phase 1,Recruiting,Interventional,Renal Cell Carcinoma; Clear Cell Renal Cell Carcinoma,[18F]PT2385; Positron Emission Tomography/Computed Tomography; Biopsy,,Orhan Kemal Oz,,35,2021-08-18,2027-08-18,United States,No,https://clinicaltrials.gov/study/NCT04989959
NCT05005403,"A Global First-in-Human Study in NSCLC, HNSCC and Solid Tumors With Azirkitug (ABBV-514) as a Single Agent and in Combination With Budigalimab or Bevacizumab",Phase 1,Recruiting,Interventional,Non-Small Cell Lung Cancer; Head and Neck Squamous Cell Carcinoma; Micro Satellite Stable Colorectal Cancer; Gastric/Esophageal Cancer; High-Grade Serous Ovarian Cancer; Pancreatic Cancer; Triple Negative Breast Cancer,Azirkitug; Budigalimab; Bevacizumab,,AbbVie,,512,2021-11-01,2027-06-05,Israel; Japan; South Korea; Taiwan; United States,No,https://clinicaltrials.gov/study/NCT05005403
NCT05018663,Artificial Intelligence for Rapid On-site Evaluation (AI-ROSE) for Endoscopic Ultrasound-guided Fine-needle Aspiration (EUS-FNA) Biopsy of Pancreatic Solid Lesions: A Prospective Double Blinded Study,,Recruiting,Observational,Pancreatic Solid Lesions,Artificial Intelligence software ROSE,,"The University of Texas Health Science Center, Houston",,50,2021-07-21,2028-01-30,United States,No,https://clinicaltrials.gov/study/NCT05018663
NCT05053555,High Dose-Rate Brachytherapy for the Treatment of Both Primary and Secondary Unresectable Liver Malignancies,Not Applicable,Recruiting,Interventional,Liver Malignant Tumors; Cholangiocarcinoma Metastatic; Pancreatic Cancer; Melanoma,high dose rate brachytherapy; high dose rate brachytherapy,,M.D. Anderson Cancer Center,,60,2022-04-24,2027-01-31,United States,No,https://clinicaltrials.gov/study/NCT05053555
NCT05053971,Phase Ib/II Study of ZEN003694 and Entinostat in Advanced and Refractory Solid Tumors,Phase 1/Phase 2,Recruiting,Interventional,Advanced Malignant Solid Neoplasm; Locally Advanced Pancreatic Carcinoma; Metastatic Pancreatic Carcinoma; Refractory Malignant Solid Neoplasm; Refractory Pancreatic Carcinoma; Stage II Pancreatic Cancer AJCC v8; Stage III Pancreatic Cancer AJCC v8; Stage IV Pancreatic Cancer AJCC v8; Unresectable Pancreatic Carcinoma,BET Bromodomain Inhibitor ZEN-3694; Computed Tomography; Core Biopsy; Entinostat,,National Cancer Institute (NCI),,49,2022-11-16,2026-07-01,United States,No,https://clinicaltrials.gov/study/NCT05053971
NCT05076760,Phase I Study Evaluating MEM-288 Oncolytic Virus Alone and in Combination With Standard of Care Therapy in Advanced Solid Tumors,Phase 1,Recruiting,Interventional,Solid Tumor; Advanced Cancer; Metastatic Cancer; Non Small Cell Lung Cancer; Cutaneous Squamous Cell Carcinoma; Merkel Cell Carcinoma; Melanoma; Pancreatic Cancer; Triple Negative Breast Cancer; Head and Neck Cancer,MEM-288 Intratumoral Injection; Nivolumab; Docetaxel,,"Memgen, Inc.",H. Lee Moffitt Cancer Center and Research Institute; Duke Cancer Institute,40,2022-04-21,2031-12-05,United States,No,https://clinicaltrials.gov/study/NCT05076760
NCT05225428,Video Education With Result Dependent dIsclosure,Not Applicable,Recruiting,Interventional,Genetic Testing; Breast Cancer; Ovarian Cancer; Pancreatic Cancer; Prostate Cancer; Colorectal Cancer; Renal Cancer; Melanoma; Sarcoma,Video Education; Genetic Counseling,,Dana-Farber Cancer Institute,National Cancer Institute (NCI); National Human Genome Research Institute (NHGRI),1020,2022-08-04,2026-09-01,United States,No,https://clinicaltrials.gov/study/NCT05225428
NCT05254171,"A Randomized, Double-Blind, Placebo-Controlled Study of Nab-Paclitaxel and Gemcitabine With or Without SBP-101 in Subjects Previously Untreated for Metastatic Pancreatic Ductal Adenocarcinoma",Phase 2/Phase 3,Recruiting,Interventional,Pancreatic Cancer Metastatic; Pancreatic Ductal Adenocarcinoma; Pancreatic Cancer Stage IV,SBP-101; Nab-paclitaxel; Gemcitabine; Placebo,,"Panbela Therapeutics, Inc.",,600,2022-08-08,2027-01-01,Australia; Austria; Belgium; France; Germany; Italy; South Korea; Spain; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05254171
NCT05254184,Pooled Mutant KRAS-Targeted Long Peptide Vaccine Combined With Nivolumab and Ipilimumab for Patients With Advanced KRAS Mutated Non-Small Cell Lung Cancer,Phase 1,Recruiting,Interventional,Non-Small Cell Lung Cancer,Pooled Mutant KRAS-Targeted Long Peptide Vaccine 0.3mg each; 1.8mg total peptides,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,,12,2022-11-01,2027-04-01,United States,No,https://clinicaltrials.gov/study/NCT05254184
NCT05379985,A Multicenter Open-Label Study of RMC-6236 in Patients With Advanced Solid Tumors Harboring Specific Mutations in RAS,Phase 1/Phase 2,Recruiting,Interventional,Non-small Cell Lung Cancer (NSCLC); Colorectal Cancer (CRC); Pancreatic Ductal Adenocarcinoma (PDAC); Advanced Solid Tumors,RMC-6236,,"Revolution Medicines, Inc.",,754,2022-05-31,2027-07-26,United States,No,https://clinicaltrials.gov/study/NCT05379985
NCT05382559,A Phase 1 Study of ASP3082 in Participants With Locally Advanced or Metastatic Solid Tumor Malignancies With KRAS G12D Mutation,Phase 1,Recruiting,Interventional,Solid Tumor,ASP3082; Cetuximab; Leucovorin; Oxaplatin; Fluorouracil; Irinotecan; Nanoparticle albumin-bound-paclitaxel; Gemcitabine; Docetaxel; Pembrolizumab; Cisplatin; Carboplatin; Pemetrexed,,Astellas Pharma Inc,,651,2022-06-08,2026-10-31,China; France; Japan; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT05382559
NCT05463796,"InAdvance: Surveillance, Prevention, and Interception in a Population at Risk For Cancer",,Recruiting,Observational,"Cancer Risk; Cancer Predisposition Syndrome; Hereditary Cancer Prediction; Childhood Cancer Survivors; Adult Cancer Survivors; IARC Carcinogens; Smoking History; Lung Cancer; Ductal/Lobular Carcinoma; Barrett Esophagus; Pancreatic Precursor Lesions; Colonic Dysplasia/Adenomata; Non-Alcoholic Fatty Liver Disease; Non Alcoholic Steatohepatitis; Cirrhosis; High Grade Prostatic Epithelial Neoplasia; High-grade Bladder Urothelial Dysplasia/Carcinoma in Situ; Adenomatous Hyperplasia; High-risk Oral Precancerous Diseases; Melanocytic Lesion, Adult; Hematologic Malignancy; Lung; Node; Serous Tubal Intraepithelial Carcinoma; Endometrial Intraepithelial Neoplasia; Cervical and Endocervical Carcinoma in Situ; Vulvar Intraepithelial Neoplasia; Nephrogenic Rests; Benign Bone Lesions With Risk of Malignant Degeneration; Giant Cell Tumor; Osteochondroma; Spitz Nevus",Samples,,Dana-Farber Cancer Institute,,5000,2023-04-25,2032-03-25,United States,No,https://clinicaltrials.gov/study/NCT05463796
NCT05477576,"Phase 1b/3 Global, Randomized, Controlled, Open-label Trial Comparing Treatment With RYZ101 to Standard of Care Therapy in Subjects With Inoperable, Advanced, SSTR+, Well-differentiated GEP-NETs That Have Progressed Following Prior 177Lu-SSA Therapy",Phase 3,Recruiting,Interventional,GEP-NET; Gastroenteropancreatic Neuroendocrine Tumor; Gastroenteropancreatic Neuroendocrine Tumor Disease; Neuroendocrine Tumors; Carcinoid; Carcinoid Tumor; Pancreatic NET,RYZ101; Everolimus; Sunitinib; Octreotide; Lanreotide,,"RayzeBio, Inc.",,288,2022-03-24,2028-07-05,Belgium; Brazil; Canada; France; Netherlands; South Korea; Spain; United States,No,https://clinicaltrials.gov/study/NCT05477576
NCT05685602,A Phase I Clinical Trial of CA-4948 in Combination With Gemcitabine and Nab-Paclitaxel in Metastatic or Unresectable Pancreatic Ductal Carcinoma,Phase 1,Recruiting,Interventional,Metastatic Pancreatic Ductal Adenocarcinoma; Stage III Pancreatic Cancer AJCC v8; Stage IV Pancreatic Cancer AJCC v8; Unresectable Pancreatic Ductal Adenocarcinoma,Biopsy Procedure; Biospecimen Collection; Computed Tomography; Emavusertib; Gemcitabine Hydrochloride; Magnetic Resonance Imaging; Nab-paclitaxel; Positron Emission Tomography; X-Ray Imaging,,National Cancer Institute (NCI),,36,2023-06-12,2026-04-30,United States,No,https://clinicaltrials.gov/study/NCT05685602
NCT05687188,Evaluating Obesity-Mediated Mechanisms of Pancreatic Carcinogenesis in Minority Populations,,Recruiting,Observational,Pancreatic Cancer,Blood Sample Collection; Tissue Sample Collection; Data Collection; Medical Image Collection,,H. Lee Moffitt Cancer Center and Research Institute,United States Department of Defense,125,2023-02-22,2026-12-05,United States,No,https://clinicaltrials.gov/study/NCT05687188
NCT05732831,"A Phase 1/2, Multi-Center, Open-Label Study to Evaluate the Safety, Tolerability, and Preliminary Anti-tumor Activity of TNG462 as a Single Agent and in Combination in Patients With MTAP-deleted Advanced or Metastatic Solid Tumors",Phase 1/Phase 2,Recruiting,Interventional,Locally Advanced Solid Tumor,TNG462; Pembrolizumab,,"Tango Therapeutics, Inc.",,225,2023-05-26,2026-09-05,France; Spain; United States,No,https://clinicaltrials.gov/study/NCT05732831
NCT05786924,"A Phase 1/2, Open-label Study of Oral S241656 (BDTX-4933) as Monotherapy and in Combination With Other Anti-Cancer Therapies in Patients With KRAS, BRAF and Other Selected RAS/MAPK Mutation-Positive Malignancies",Phase 1/Phase 2,Recruiting,Interventional,Non-small Cell Lung Cancer; Histiocytic Neoplasm; Histiocytosis; BRAF Gene Mutation; BRAF V600E; BRAF V600 Mutation; BRAF Mutation-Related Tumors; BRAF; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Lung Cancer; Recurrent Lung Cancer; Recurrent Lung Non-Small Cell Carcinoma; NSCLC; Solid Tumor; Solid Carcinoma; KRAS G12D; KRAS G12V; KRAS Mutation-Related Tumors; NRAS Gene Mutation; Thyroid Cancer; Thyroid Carcinoma; Colorectal Cancer; Colorectal Carcinoma; Recurrent Histiocytic and Dendritic Cell Neoplasm; Brain Metastases; Recurrent NSCLC; KRAS G13C; Acquired Resistance to KRAS G12C Inhibitor; KRAS G12A; KRAS G12F; KRAS G12R; KRAS G13D,S241656; FOLFOX6/FOLFOX7; FOLFIRI; Cetuximab; Panitumumab; Gemcitabine; Nab-paclitaxel,,Institut de Recherches Internationales Servier,,554,2023-04-18,2028-06-05,United States,No,https://clinicaltrials.gov/study/NCT05786924
NCT05851924,Total Neoadjuvant NALIRIFOX Plus Ablative Dose Radiation Therapy for Borderline Resectable and Locally Advanced Pancreatic Adenocarcinoma,Phase 2,Recruiting,Interventional,Pancreatic Ductal Adenocarcinoma,NALIRIFOX; AD-XRT and Capecitabine,,Memorial Sloan Kettering Cancer Center,Ipsen; Pancreatic Cancer Research Fund,60,2023-05-12,2026-05-05,United States,No,https://clinicaltrials.gov/study/NCT05851924
NCT05919238,A Multicenter Open-label Phase 1 Trial to Evaluate Safety and Preliminary Efficacy of Endovascularly Applied Vascular Targeted Photodynamic Therapy (VTP) for Patients With Locally Advanced Unresectable Pancreatic Ductal Adenocarcinoma,Phase 1,Recruiting,Interventional,Locally Advanced Unresectable Pancreatic Adenocarcinoma,Padeliporfin Vascular Targeted Photodynamic (VTP) therapy,,Impact Biotech Ltd,,30,2024-05-15,2026-10-30,United States,No,https://clinicaltrials.gov/study/NCT05919238
NCT05968326,"A Phase II, Open-Label, Multicenter, Randomized Study of the Efficacy and Safety of Adjuvant Autogene Cevumeran Plus Atezolizumab and mFOLFIRINOX Versus mFOLFIRINOX Alone in Patients With Resected Pancreatic Ductal Adenocarcinoma",Phase 2,Recruiting,Interventional,"Adenocarcinoma, Pancreatic Ductal",Autogene cevumeran; Atezolizumab; mFOLFIRINOX,,"Genentech, Inc.",BioNTech SE,260,2023-10-18,2031-01-01,Belgium; Canada; France; Germany; Netherlands; South Korea; Spain; Sweden; United Kingdom; United States,No,https://clinicaltrials.gov/study/NCT05968326
NCT05984602,A Phase IB Study to Determine the Safety and Tolerability of Canakinumab and Tislelizumab in Combination With Nab-Paclitaxel and Gemcitabine in the Neo-adjuvant Treatment of Patients With Pancreatic Cancer,Phase 1,Recruiting,Interventional,Pancreatic Cancer,Canakinumab; Tislelizumab; Nab-Paclitaxel; Gemcitabine,,NYU Langone Health,,10,2023-07-14,2026-01-01,United States,No,https://clinicaltrials.gov/study/NCT05984602
NCT05989724,"A First-in-Human (FIH), Open-Label, Phase Ia/Ib Dose Escalation and Expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of SON-DP in Participants With Relapsed/Metastatic Solid Tumors",Phase 1,Recruiting,Interventional,Solid Tumor; Breast Cancer; Pancreatic Cancer; Ovarian Cancer; Colorectal Cancer,SON-DP,,Qurgen Inc.,,150,2023-09-19,2026-03-05,United States,No,https://clinicaltrials.gov/study/NCT05989724
NCT06015659,Phase 2 Single Arm Trial Testing the ZN-c3 WEE1 Inhibitor in Combination with Gemcitabine in Second-Line Advanced Pancreatic Adenocarcinoma,Phase 2,Recruiting,Interventional,Advanced Pancreatic Adenocarcinoma; Pancreatic Cancer; Pancreatic Ductal Adenocarcinoma,Zentalis; Gemzar,,"Brandon Huffman, MD","Lustgarten Foundation; K-Group, Beta, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals, Inc; Stand Up To Cancer",34,2023-11-16,2027-06-01,United States,No,https://clinicaltrials.gov/study/NCT06015659
NCT06040541,"Phase 1/1b, Multicenter, Open-Label, Study of RMC 9805 in Participants With Advanced KRASG 12D-Mutant Solid Tumors",Phase 1,Recruiting,Interventional,Non-small Cell Lung Cancer (NSCLC); Colorectal Cancer (CRC); Pancreatic Ductal Adenocarcinoma (PDAC); Advanced Solid Tumors,RMC-9805; RMC-6236,,"Revolution Medicines, Inc.",,604,2023-09-07,2027-04-30,United States,No,https://clinicaltrials.gov/study/NCT06040541
